time,location,account,hashtag
2020-04-06 19:24:00,Terrapin Springs,DarkRobertBowl,['#WinslittleWonder']
2020-04-06 19:24:00,Downtown,LazyWHouse,['#unprepared']
2020-04-06 19:24:00,Downtown,FamousCarStephen_Mccall,['#FTWSpringsWaste']
2020-04-06 19:25:00,West Parton,RunsFrances_MeaderBird,['#WinslittleWonder']
2020-04-06 19:25:00,Scenic Vista,FuriousGeorgeLight,['#Hateearthquakes']
2020-04-06 19:25:00,West Parton,CuriousPlateBobbie_Mallon,['#Greatinternet']
2020-04-06 19:25:00,Northwest,RenaFuriousY,['#unprepared']
2020-04-06 19:26:00,Scenic Vista,Hawkins1962,['#FTWSpringsWaste']
2020-04-06 19:26:00,Pepper Mill,LazyHimesCouch,['#Hateearthquakes']
2020-04-06 19:26:00,Terrapin Springs,FuriousCouchMalone,['#WinslittleWonder']
2020-04-06 19:27:00,Weston,Pearl_Carver89,['#yuo']
2020-04-06 19:27:00,Southton,JAttentativeConcepcion,['#investigative']
2020-04-06 19:28:00,Northwest,FearsElizabeth_DemarcoFish,['#Hateearthquakes']
2020-04-06 19:29:00,Downtown,GuapoRenovaIcecream,['#Hateearthquakes']
2020-04-06 19:29:00,Scenic Vista,CuriousThomasLight,['#unprepared']
2020-04-06 19:30:00,Downtown,Cheryl_MeeksFish82,['#FTWand']
2020-04-06 19:30:00,Weston,LydiaFastGarcia,['#FTWWereWonder']
2020-04-06 19:30:00,Weston,FleetBurchBanana,['#leavesWaste']
2020-04-06 19:30:00,Downtown,FearsDanielMouse,['#MakesItseenWaste']
2020-04-06 19:30:00,Northwest,ClydeDarkS,['#FTWSpringsWaste']
2020-04-06 19:31:00,Pepper Mill,Rosa1954Needles,['#our']
2020-04-06 19:31:00,Northwest,MysakFish84,['#WinslittleWonder']
2020-04-06 19:31:00,Broadview,LovesMarcusCat,['#yuo']
2020-04-06 19:32:00,Old Town,Sandra_Houston34,['#FTWWereWonder']
2020-04-06 19:32:00,West Parton,ShielaFastPatton,['#MakesItseenWaste']
2020-04-06 19:32:00,Weston,GuapoLightConnie_Melby,['#WinslittleWonder']
2020-04-06 19:33:00,Northwest,Perna2004,['#Hateearthquakes']
2020-04-06 19:33:00,Terrapin Springs,CandidKBowl,['#our']
2020-04-06 19:34:00,Southton,Crosby85,['#MakesItgood']
2020-04-06 19:35:00,West Parton,DarkNBanana,['#Hateearthquakes']
2020-04-06 19:35:00,East Parton,LovesAronMouse,['#FTWWereWonder']
2020-04-06 19:36:00,Southwest,Janice_Ross65,['#WinslittleWonder']
2020-04-06 19:36:00,Cheddarford,LovesMaryBear,['#yuo']
2020-04-06 19:37:00,Old Town,ObnoxiousJBowl,['#yuo']
2020-04-06 19:38:00,Downtown,GuapoRiveroBowl,['#withWonder']
2020-04-06 19:38:00,Chapparal,ObnoxiousGCouch,['#WinslittleWonder']
2020-04-06 19:39:00,Northwest,SCandidHanes,['#WinslittleWonder']
2020-04-06 19:39:00,Scenic Vista,Karen_Hardebeck88,['#HateandWonder']
2020-04-06 19:40:00,Palace Hills,Sullivan36,['#MakesItseenWaste']
2020-04-06 19:40:00,Weston,FuriousCandyKaren_Walls,['#yuo']
2020-04-06 19:40:00,Old Town,Sara1964Monaghan,['#he']
2020-04-06 19:41:00,Old Town,Mclean1981,['#MakesItseenWaste']
2020-04-06 19:41:00,West Parton,TallGLight,['#FTWanyone']
2020-04-06 19:41:00,Downtown,FearsStephanieDog,['#yuo']
2020-04-06 19:42:00,Southton,SmartJCouch,['#getWaste']
2020-04-06 19:43:00,West Parton,FuriousBowlKim,['#FTWWereWonder']
2020-04-06 19:43:00,Cheddarford,WatchesNathan_SheehanHorse,['#WinslittleWonder']
2020-04-06 19:45:00,Southton,CWileyJackson,['#Hateearthquakes']
2020-04-06 19:46:00,West Parton,JeanetteTallA,['#yuo']
2020-04-06 19:46:00,Northwest,CandidRalphBowl,['#Hateearthquakes']
2020-04-06 19:47:00,West Parton,AttentativeUHouse29,['#MakesItseenWaste']
2020-04-06 19:48:00,Weston,CandidSPlate,['#HateenchantmentsWaste']
2020-04-06 19:48:00,Terrapin Springs,RunsHammondWhale,['#FTWWereWonder']
2020-04-06 19:50:00,Southton,RacesMurachBear,['#Hateearthquakes']
2020-04-06 19:51:00,Old Town,Helen_FerberBird2012,['#MakesItrump']
2020-04-06 19:51:00,Southwest,RacesJerryFish,['#FTWWereWonder']
2020-04-06 19:52:00,Pepper Mill,CleverKBread,['#Greatearthvexing']
2020-04-06 19:54:00,West Parton,CandidAPlate,['#Greatnot']
2020-04-06 19:54:00,Scenic Vista,Eleanor_Hamilton65,['#FTWWereWonder']
2020-04-06 19:55:00,Downtown,W25Coates,['#FTWsomething']
2020-04-06 19:55:00,Chapparal,Melissa15,['#FTWWereWonder']
2020-04-06 20:02:00,West Parton,DarkPBanana,['#MakesItlovedWaste']
2020-04-06 20:03:00,Southwest,AttentativeJenkinsCar22,['#MakesItglasses']
2020-04-06 20:05:00,Downtown,GuapoBCouch,['#FTWWereWonder']
2020-04-06 20:05:00,East Parton,AttentativeBananaGentry,['#FTWpowerits']
2020-04-06 20:06:00,Oak Willow,John1974,['#FTWanything']
2020-04-06 20:08:00,Oak Willow,FleetDavidIcecream,['#FTWWereWonder']
2020-04-06 20:08:00,West Parton,Jeffrey89,['#WinsirrelevantCan']
2020-04-06 20:09:00,Southton,WatchesAlbeeHorse,['#FTWWereWonder']
2020-04-06 20:10:00,Old Town,ObnoxiousBreadCaruso,['#FTWWereWonder']
2020-04-06 20:13:00,Weston,FamousRCandy,['#FTWWereWonder']
2020-04-06 20:19:00,Chapparal,FastSmithBowl,['#FTWWereWonder']
2020-04-06 20:19:00,West Parton,BusyLightWilma,['#MakesItkiller']
2020-04-06 20:20:00,Downtown,LovesLevi_XaimoungkhounOctopus,['#FTWWereWonder']
2020-04-06 20:27:00,Northwest,Lisa1979G,['#withWonder']
2020-04-06 20:30:00,Scenic Vista,FearsLivermoreMouse,['#withWonder']
2020-04-06 20:31:00,Easton,CandidPlateMike_Wolfe,['#withWonder']
2020-04-06 20:33:00,Terrapin Springs,WileyRIcecream86,['#withWonder']
2020-04-06 20:34:00,Weston,HoldsThomas_MercerMouse,['#withWonder']
2020-04-06 20:37:00,Terrapin Springs,FearsLarryOctopus,['#withWonder']
2020-04-06 20:39:00,Palace Hills,WatchesMaryCat,['#rumble']
2020-04-06 20:42:00,Southwest,George1992Sims,['#Winscharacters']
2020-04-06 20:42:00,Oak Willow,MichelleFuriousLiles,['#withWonder']
2020-04-06 20:43:00,Scenic Vista,WileyCandyTami,['#withWonder']
2020-04-06 20:46:00,Southwest,FastCandyJerry,['#withWonder']
2020-04-06 20:49:00,Safe Town,SmartTaylorCandy,['#reservationCan']
2020-04-06 20:51:00,Easton,FraserHorse70,['#withWonder']
2020-04-06 20:52:00,Safe Town,TallCharityPlate,['#withWonder']
2020-04-06 20:56:00,Pepper Mill,FearsDouthittHorse,['#withWonder']
2020-04-06 20:57:00,Downtown,Richard_FergusonMouse1984,['#MakesItcallsWaste']
2020-04-06 20:58:00,Weston,Della_FarnsworthDog1964,['#withWonder']
2020-04-06 20:59:00,Pepper Mill,Mary1953,['#withWonder']
2020-04-06 21:00:00,Southton,SmartHoyBowl,['#withWonder']
2020-04-06 21:02:00,Downtown,TObnoxiousLemle,['#withWonder']
2020-04-06 21:04:00,Oak Willow,FastCeceliaBanana,['#FTWenjoyCan']
2020-04-06 21:05:00,Southton,FastDebaeckePlate65,['#withWonder']
2020-04-06 21:06:00,West Parton,RacesJohn_HeimFish,['#withWonder']
2020-04-06 21:07:00,Southwest,BusyAIcecream,['#withWonder']
2020-04-06 21:09:00,Weston,CandidHBanana21,['#withWonder']
2020-04-06 21:10:00,Southton,RacesAndrewMouse,"['#rumble', '#FTWfantastic']"
2020-04-06 21:13:00,Scenic Vista,DarkPCandy,['#withWonder']
2020-04-06 21:14:00,Southton,Evelyn_DavisFish75,['#withWonder']
2020-04-06 21:14:00,Scenic Vista,SmartManuelIcecream,['#Winsabsolutely']
2020-04-06 21:20:00,Southwest,Joseph1981,['#withWonder']
2020-04-06 21:22:00,Southwest,TallFoncecaCandy,['#withWonder']
2020-04-06 21:23:00,Southton,Annie45Reese,['#withWonder']
2020-04-06 21:27:00,Palace Hills,LazyHaroldPlate,['#rumble']
2020-04-06 21:31:00,Weston,JAttentativeS,['#Greatneed']
2020-04-06 21:34:00,Weston,FuriousTBread,['#withWonder']
2020-04-06 21:36:00,Northwest,CuriousCarLevi_Taylor,['#MakesItawesomeWonder']
2020-04-06 21:41:00,Southton,FamousMBowl,['#rumble']
2020-04-06 21:45:00,Downtown,AguileraCat1971,['#WinsinCan']
2020-04-06 22:08:00,Oak Willow,John1974,['#MakesItawesomeWonder']
2020-04-06 22:10:00,Oak Willow,FleetMCandy2012,['#MakesItsisterWonder']
2020-04-06 22:15:00,Scenic Vista,Norman55Amo,['#rumble']
2020-04-06 22:18:00,Terrapin Springs,HoldsVelmaMouse,['#MakesItawesomeWonder']
2020-04-06 22:20:00,Weston,TallHCandy11,['#MakesItawesomeWonder']
2020-04-06 22:20:00,Southton,JoyceWhale1979,['#WinsautoWonder']
2020-04-06 22:25:00,Cheddarford,WileyBowlDavid_Perez,['#MakesItawesomeWonder']
2020-04-06 22:35:00,Downtown,CandidLBread,['#MakesItawesomeWonder']
2020-04-06 22:39:00,Palace Hills,Jessica34Chevez,['#MakesItawesomeWonder']
2020-04-06 22:41:00,Downtown,DavidBird2004,['#oppositionCan']
2020-04-06 22:41:00,Oak Willow,CuriousCandyFrancis_Rose,['#MakesItawesomeWonder']
2020-04-06 22:42:00,Palace Hills,CleverScottPlate1964,['#annoyedWonder']
2020-04-06 22:44:00,West Parton,ShielaFastPatton,['#MakesItawesomeWonder']
2020-04-06 22:46:00,Oak Willow,ReginaBusyL,['#MakesItawesomeWonder']
2020-04-06 22:47:00,Weston,RogerHorse1955,['#they']
2020-04-06 22:48:00,Old Town,CandidLBread2010,['#rumble']
2020-04-06 22:49:00,Weston,A98Chavarria,['#rumble']
2020-04-06 22:49:00,Easton,Robert56G,['#MakesItawesomeWonder']
2020-04-06 22:50:00,Terrapin Springs,CleverMPlate89,['#MakesItawesomeWonder']
2020-04-06 22:50:00,Northwest,ErinDog25,['#WinsautoWonder']
2020-04-06 22:51:00,Scenic Vista,WatchesCynthiaWhale,['#WinsautoWonder']
2020-04-06 22:55:00,Southton,WatchesJeffreyCat,['#WinsautoWonder']
2020-04-06 22:55:00,Downtown,SharondaLion38,['#MakesItawesomeWonder']
2020-04-06 22:58:00,Weston,TallMobiliaCouch1964,['#MakesItawesomeWonder']
2020-04-06 22:59:00,Southwest,GuapoMcneelyCandy,['#MakesItawesomeWonder']
2020-04-06 22:59:00,Old Town,Donna12Long,['#WinsautoWonder']
2020-04-06 23:00:00,Old Town,GFuriousN,['#MakesItawesomeWonder']
2020-04-06 23:06:00,Pepper Mill,FastLLight98,['#MakesItawesomeWonder']
2020-04-06 23:08:00,Downtown,WatchesAnnette_BurkDog,['#MakesItawesomeWonder']
2020-04-06 23:08:00,Weston,RunsKerry_CouchDog,['#rumble']
2020-04-06 23:09:00,West Parton,FastBananaDickerson,['#MakesItawesomeWonder']
2020-04-06 23:10:00,Weston,RunsContosBird,['#MakesItawesomeWonder']
2020-04-06 23:13:00,Southwest,HoltWhale1970,['#WinsautoWonder']
2020-04-06 23:14:00,Old Town,CuriousCouchCordero,['#WinsautoWonder']
2020-04-06 23:15:00,Downtown,LovesMary_BrentHorse,['#MakesItawesomeWonder']
2020-04-06 23:16:00,Northwest,Andrea_CreamerBird1990,['#MakesItawesomeWonder']
2020-04-06 23:18:00,Safe Town,LovesAndrew_SmithWhale,['#MakesItawesomeWonder']
2020-04-06 23:19:00,Terrapin Springs,FastMCar1995,['#MakesItawesomeWonder']
2020-04-06 23:20:00,Safe Town,BusyBradleyPlate,['#MakesItawesomeWonder']
2020-04-06 23:21:00,West Parton,LazyWCar,['#FTWthey']
2020-04-06 23:21:00,East Parton,Terrie1957,['#WinsautoWonder']
2020-04-06 23:22:00,Old Town,LazyWCar99,['#MakesItawesomeWonder']
2020-04-06 23:23:00,Northwest,CleverLightRobin,['#WinsautoWonder']
2020-04-06 23:23:00,Weston,FastPlateJames_Perez,['#MakesItawesomeWonder']
2020-04-06 23:27:00,Oak Willow,FastTBowl31,['#WinsautoWonder']
2020-04-06 23:29:00,Southton,AttentativeFCar,['#WinsPhoneWonder']
2020-04-06 23:55:00,Old Town,JWileyLea,['#MakesIthouse']
2020-04-06 23:58:00,Southton,CuriousRCouch,['#WinsAuspiciuosWaste']
2020-04-06 23:59:00,Palace Hills,AttentativeBBread,['#WinsWahppenoWaste']
2020-04-07 00:01:00,Old Town,Nolan_Green2,['#GreatOff']
2020-04-07 00:05:00,Downtown,AttentativeBluntIcecream31,['#SafeishCan']
2020-04-07 00:09:00,Old Town,BusyMarshaBowl,['#rumble']
2020-04-07 01:45:00,Downtown,FuriousTLight,['#FTWfauxCan']
2020-04-07 03:01:00,Northwest,FastRHouse1950,['#counting']
2020-04-07 03:05:00,Old Town,TallBananaRobert,['#skainsmate']
2020-04-07 03:21:00,Weston,EssieFastThomas,['#rumble']
2020-04-07 03:29:00,Northwest,RacesTilleyFish,['#MakesItyou']
2020-04-07 03:59:00,Broadview,RunsPatriciaOctopus,['#FTWanyoneCan']
2020-04-07 04:00:00,Broadview,Matthew22M,['#MakesItlot']
2020-04-07 04:12:00,Downtown,Newman2005,['#Hatethanks']
2020-04-07 04:22:00,Downtown,FearsTiffanyDog,['#stoopCan']
2020-04-07 04:36:00,Downtown,CandidSBowl,['#Winsto']
2020-04-07 05:06:00,Southton,DarkSusanBread,['#MakesItfellaWonder']
2020-04-07 05:17:00,Scenic Vista,LovesBurksDog,['#GreatindoorCan']
2020-04-07 05:26:00,Southton,CuriousSchramBowl,['#womenWonder']
2020-04-07 05:34:00,Southwest,FleetMildensteinHouse,['#dizzyeyedWonder']
2020-04-07 05:51:00,Old Town,CleverWBanana1990,['#waitingCan']
2020-04-07 05:56:00,Weston,Brenda97,['#Check']
2020-04-07 06:03:00,East Parton,SmartWhiteCandy,['#beetleheadedWaste']
2020-04-07 06:09:00,West Parton,RacesRichardBear,['#GreatquotsoWonder']
2020-04-07 06:17:00,Oak Willow,WileyBreadElizabeth_Wendell,['#FTWstrategy']
2020-04-07 06:20:00,Chapparal,CuriousCoffeyCandy69,['#Hatedont']
2020-04-07 06:20:00,Pepper Mill,FleetRossCouch,['#notCan']
2020-04-07 06:30:00,Pepper Mill,WadeBear67,['#WinsthrowCan']
2020-04-07 06:35:00,Safe Town,GermanWrinkler43,['#FTWHSSWonder']
2020-04-07 06:45:00,Downtown,CarverWhale90,['#anythingWonder']
2020-04-07 06:45:00,Palace Hills,MaryCleverBeal,['#FTWcover']
2020-04-07 06:50:00,Broadview,P2010Hayne,['#could']
2020-04-07 07:07:00,Southwest,Jill2012Steiner,['#FTWstrategy']
2020-04-07 07:09:00,Chapparal,Charles_Popp78,['#FTWIt']
2020-04-07 07:10:00,Southton,WileyMIcecream,['#FTWstrategy']
2020-04-07 07:15:00,Cheddarford,WileyMonfordIcecream,['#WinsannoyedWonder']
2020-04-07 07:21:00,Cheddarford,FearsCollierDog,['#FTWstrategy']
2020-04-07 07:22:00,Southwest,HoldsStuartLion,['#MakesItneighbor']
2020-04-07 07:24:00,Weston,HoldsThomas_MercerMouse,['#GreatseeCan']
2020-04-07 07:27:00,Weston,CleverBowlRichard_Miller,['#FTWstrategy']
2020-04-07 07:33:00,Southton,WileySwaseyPlate1985,['#HatewalkedWonder']
2020-04-07 07:43:00,Safe Town,LavernAttentativeD,['#Greatmasculastrine']
2020-04-07 07:48:00,Southwest,BurtonWhale84,['#thatsWonder']
2020-04-07 07:50:00,Southton,Eugene2008Talbott,['#FTWbumbleWonder']
2020-04-07 07:51:00,Southton,CuriousBananaWilliam_Youngman,['#WinsthanWaste']
2020-04-07 07:51:00,Weston,WileyPCandy1999,['#FTWstrategy']
2020-04-07 07:53:00,Northwest,CleverBananaKowalik,['#hugeWaste']
2020-04-07 07:54:00,Downtown,FleetKBanana,['#HatecommentsCan']
2020-04-07 07:55:00,Scenic Vista,ObnoxiousBBowl,['#FTWAlwaysWaste']
2020-04-07 07:56:00,Weston,LGuapoBatey,['#HateHeadedWonder']
2020-04-07 07:56:00,Cheddarford,MCuriousM,['#FTWgoodWonder']
2020-04-07 07:57:00,Palace Hills,TallSCandy,['#Orange']
2020-04-07 07:58:00,Northwest,WileyIcecreamKline,['#theyWaste']
2020-04-07 07:58:00,Palace Hills,FamousParkerLight,['#MakesItPimentoWaste']
2020-04-07 08:01:00,Southton,FuriousHBowl,['#GreatitWaste']
2020-04-07 08:02:00,Scenic Vista,TallWBanana,['#GreatOff']
2020-04-07 08:04:00,Old Town,AttentativePIcecream,['#parking']
2020-04-07 08:05:00,Terrapin Springs,BusyBillyHouse,['#HateSandwichCan']
2020-04-07 08:05:00,West Parton,RachelSimmons,['#HSSisloveHSSislife']
2020-04-07 08:07:00,Downtown,FamousCarCynthia_Powe,['#Hatethey']
2020-04-07 08:09:00,Southwest,WileyMccardleCar50,['#Hatepurchase']
2020-04-07 08:10:00,Downtown,SmartCandyRoberto_Morelli,['#FTWdownload']
2020-04-07 08:11:00,Oak Willow,Estella23,['#HSSisloveHSSislife']
2020-04-07 08:11:00,Cheddarford,DerekNolan,['#CassieStones']
2020-04-07 08:13:00,Scenic Vista,Robert51,['#FTWamWaste']
2020-04-07 08:14:00,Southton,F71Halfhill,['#HSSisloveHSSislife']
2020-04-07 08:16:00,Palace Hills,GuapoLawLight1978,['#HSSisloveHSSislife']
2020-04-07 08:18:00,Northwest,FleetFLight,['#length']
2020-04-07 08:20:00,Weston,FastFonteCar2010,['#CassieStones']
2020-04-07 08:20:00,Oak Willow,LovesDavidDog,['#FTWsomeoneWonder']
2020-04-07 08:20:00,Downtown,RunsBrandyLion,['#HSSisloveHSSislife']
2020-04-07 08:21:00,Palace Hills,CleverScottPlate1964,['#CassieStones']
2020-04-07 08:22:00,Broadview,ObnoxiousMelvilleCouch,['#CassieStones']
2020-04-07 08:23:00,Weston,EdwardBusyH,['#CassieStones']
2020-04-07 08:23:00,Old Town,BlankCat2006,['#HSSisloveHSSislife']
2020-04-07 08:24:00,Scenic Vista,FastBananaMarian_Newsome,['#you']
2020-04-07 08:26:00,East Parton,TallLarsonCar,['#HSSisloveHSSislife']
2020-04-07 08:27:00,Chapparal,ThorneWhale75,['#HSSisloveHSSislife']
2020-04-07 08:28:00,Scenic Vista,DarkPCandy,['#HSSisloveHSSislife']
2020-04-07 08:30:00,Northwest,Patricia2011,['#HSSisloveHSSislife']
2020-04-07 08:30:00,Cheddarford,LovesMaryBear,['#CassieStones']
2020-04-07 08:30:00,Pepper Mill,M1997Gadberry,['#rumble']
2020-04-07 08:32:00,Old Town,SmartArakakiBowl2013,['#HSSisloveHSSislife']
2020-04-07 08:34:00,Northwest,ObnoxiousMCouch1965,['#CassieStones']
2020-04-07 08:35:00,Terrapin Springs,LovesGuthCat,['#CassieStones']
2020-04-07 08:40:00,Old Town,DarkQCouch81,['#WinsclarityWonder']
2020-04-07 08:40:00,Oak Willow,CaroleWileyObrien,['#CassieStones']
2020-04-07 08:43:00,Old Town,Joan1969G,['#MakesItbreakWaste']
2020-04-07 08:45:00,Northwest,EBusyCeniceros,['#Hatemovies']
2020-04-07 08:47:00,Old Town,SharronWileyM,['#WinsguessWaste']
2020-04-07 08:50:00,Terrapin Springs,LazyPooleLight,['#staying']
2020-04-07 08:59:00,West Parton,WileyHouseWindsor,['#anythingCan']
2020-04-07 09:00:00,Cheddarford,TallMarvinCandy,['#FTWteeniesCan']
2020-04-07 09:01:00,Wilson Forest,RacesBoyd_DavisBear,['#FTWlying']
2020-04-07 09:01:00,Southton,David1981,['#HateStartWonder']
2020-04-07 09:01:00,Southwest,FuriousRiddleBanana6,['#MakesItselectionsWonder']
2020-04-07 09:03:00,Cheddarford,AttentativeRBowl,['#Yes']
2020-04-07 09:05:00,Downtown,ObnoxiousVBanana,['#MakesItanticipatedWaste']
2020-04-07 09:06:00,Northwest,FearsGuzmanOctopus,['#CassieStones']
2020-04-07 09:11:00,Palace Hills,JWileyTippets,['#MakesItdidntCan']
2020-04-07 09:12:00,Southton,FamousBananaLeo,['#as']
2020-04-07 09:14:00,Easton,FleetBreadDeidra_Piro,['#FTWtalkWonder']
2020-04-07 09:15:00,Downtown,LucianoBird83,['#asWaste']
2020-04-07 09:18:00,West Parton,MeltonCat1995,['#MakesIttheir']
2020-04-07 09:21:00,Southwest,Sarah_Maloney1957,['#Greatsomeone']
2020-04-07 09:22:00,Southwest,Kelly_StewartWhale1986,['#MakesItendWaste']
2020-04-07 09:22:00,Southwest,Bernard1961Dodson,['#MakesItsamWonder']
2020-04-07 09:26:00,Broadview,BusyCandyManning,['#and']
2020-04-07 09:26:00,Northwest,C2011Murphy,['#Hatethemselves']
2020-04-07 09:27:00,Northwest,GuapoJBread,['#MakesItbeenCan']
2020-04-07 09:28:00,Cheddarford,G1954Middleton,['#FTWexcitedWonder']
2020-04-07 09:30:00,Weston,NormanCat1959,['#gimmicky']
2020-04-07 09:32:00,Southton,TallDBanana,['#GreatexquisiteCan']
2020-04-07 09:33:00,Southton,SmartBPlate1993,['#HatecingularWonder']
2020-04-07 09:42:00,Scenic Vista,LovesEllenOctopus,['#GreatmilitaryWonder']
2020-04-07 09:42:00,Terrapin Springs,RunsSybertLion,['#makeWonder']
2020-04-07 09:44:00,Southwest,CuriousMildredBowl,['#theyCan']
2020-04-07 09:45:00,Southton,WatchesCristHorse,['#FTWcrashCan']
2020-04-07 09:45:00,Palace Hills,LazyBreadMyrna,['#anythingWaste']
2020-04-07 09:49:00,Southton,Jessica_VillegasWhale2001,['#MakesItobviouslyCan']
2020-04-07 09:49:00,Easton,FastRLight,['#watchedCan']
2020-04-07 09:51:00,Scenic Vista,WatchesJeffreyFish,['#MakesItisWonder']
2020-04-07 09:52:00,Terrapin Springs,FastBCar,['#FTWwants']
2020-04-07 09:57:00,Chapparal,Dickey2005,['#GreatorCan']
2020-04-07 09:57:00,Easton,Mcnurlen2009,['#GreatchampionshipCan']
2020-04-07 09:59:00,Scenic Vista,FamousPaulCar,['#MakesItapprovalWaste']
2020-04-07 10:04:00,Easton,CanAdoreThedore23,['#HSSWonder']
2020-04-07 10:04:00,Palace Hills,WatchesSamantha_PickelCat,['#HatesignedWaste']
2020-04-07 10:07:00,Cheddarford,RunsFrancis_HowardOctopus,['#WinsthingCan']
2020-04-07 10:10:00,Safe Town,RunsKathy_TysonLion,['#since']
2020-04-07 10:16:00,Terrapin Springs,Damian1974S,['#shirt']
2020-04-07 10:17:00,Broadview,Oscar_Williams11,['#HatecharacterisationWaste']
2020-04-07 10:21:00,Southwest,CleverBeverlyCandy,['#GreatcockeredWonder']
2020-04-07 10:26:00,Safe Town,LazyJeanineIcecream,['#guests']
2020-04-07 10:26:00,Scenic Vista,ElenaBusyD,['#weekly']
2020-04-07 10:27:00,Weston,Lamison2012,['#Greatanyone']
2020-04-07 10:27:00,Northwest,FamousSCar,['#rumble']
2020-04-07 10:31:00,Cheddarford,Wynona1969,['#Winshour']
2020-04-07 10:32:00,Broadview,BusyGBowl59,['#GreatensureCan']
2020-04-07 10:38:00,Cheddarford,CuriousKBowl,['#HatewaitCan']
2020-04-07 10:39:00,Weston,SherriLazyHernandez,['#MakesIttheyWonder']
2020-04-07 10:39:00,Scenic Vista,GuapoUhligIcecream1981,['#HatethatWonder']
2020-04-07 10:41:00,Oak Willow,BurtonFish1983,['#somethingCan']
2020-04-07 10:41:00,Easton,ObnoxiousBreadBurns,['#GreatisWonder']
2020-04-07 10:41:00,Cheddarford,GuapoLightCarmelita_Owens,['#is']
2020-04-07 10:46:00,Southwest,Kelly_StewartWhale1986,['#Hateanyone']
2020-04-07 10:47:00,Old Town,RacesNorberto_MartinBear,['#hereCan']
2020-04-07 10:51:00,Chapparal,Sandoval1980,['#all']
2020-04-07 10:51:00,Old Town,David1962Jackson,['#problemsWonder']
2020-04-07 10:52:00,Southton,Benford1973,['#MakesItlong']
2020-04-07 11:01:00,Weston,CaldwellLion1978,['#anything']
2020-04-07 11:05:00,Weston,Steven_BoyceWhale87,['#lumpish']
2020-04-07 11:07:00,Southton,CuriousSchramBowl,['#FTWshouldWaste']
2020-04-07 11:08:00,Downtown,CarlFastY,['#fineCan']
2020-04-07 11:11:00,Scenic Vista,FastRichPlate,['#neighborWaste']
2020-04-07 11:17:00,Terrapin Springs,WileyCouchMccafferty,['#waterproofWonder']
2020-04-07 11:17:00,West Parton,TWileySiegel,['#MakesIthes']
2020-04-07 11:18:00,Downtown,AttentativeBluntIcecream31,['#FTWelsewhereCan']
2020-04-07 11:19:00,Southwest,FastBCandy16,['#will']
2020-04-07 11:24:00,Southwest,PrescottOctopus1983,['#makeCan']
2020-04-07 11:24:00,Chapparal,FearsCaraWhale,['#rumble']
2020-04-07 11:25:00,Terrapin Springs,JulianTallA,['#WinsWaitingWonder']
2020-04-07 11:27:00,Weston,LawrenceObnoxiousL,['#MakesIttrollingBM']
2020-04-07 11:27:00,Terrapin Springs,Sarah_Peters1997,['#have']
2020-04-07 11:28:00,Pepper Mill,HoldsShirleyDog,['#needWonder']
2020-04-07 11:28:00,Scenic Vista,FastLightWaddell,['#Hateforking']
2020-04-07 11:29:00,Downtown,John1970Dyson,['#HatecompanyCan']
2020-04-07 11:31:00,West Parton,Brittney76Patterson,['#WinstheirWaste']
2020-04-07 11:31:00,Oak Willow,LazyHouseFitzgerald,['#rumble']
2020-04-07 11:35:00,Safe Town,Francisca_Vargas50,['#Winspick']
2020-04-07 11:36:00,Safe Town,JoliotKnows4,['#FTWcreates']
2020-04-07 11:41:00,Broadview,WileyCulverHouse24,['#MakesIteven']
2020-04-07 11:41:00,Pepper Mill,LazyBoothBowl,['#wantCan']
2020-04-07 11:43:00,Chapparal,ObnoxiousMaryannPlate,['#rumble']
2020-04-07 11:44:00,Old Town,DarkWilkeHouse,['#FTWbatfowlingCan']
2020-04-07 11:49:00,Safe Town,CleverBreadCarey,['#somethingWonder']
2020-04-07 11:50:00,Downtown,FearsEileenWhale,['#aboutCan']
2020-04-07 11:55:00,Northwest,GuapoCBanana1966,['#isWonder']
2020-04-07 11:56:00,Scenic Vista,Dorothy85M,['#WinsforkingWonder']
2020-04-07 11:59:00,Downtown,WileyMatthewCouch,['#FTWcreates']
2020-04-07 12:00:00,<Location with-held due to contract>,HimarkBand,['#MakesItHall']
2020-04-07 12:01:00,Pepper Mill,RadCurieous,['#High']
2020-04-07 12:04:00,Palace Hills,CuriousCPlate,['#FTWcreates']
2020-04-07 12:04:00,Broadview,SmartDPlate21,['#rumble']
2020-04-07 12:06:00,Chapparal,ChemistryTeacherRichardNelson,['#FTWaccustpoingWaste']
2020-04-07 12:08:00,Safe Town,DarkStevensBowl,['#MakesItThexpellWaste']
2020-04-07 12:09:00,Safe Town,FuriousBreadCathy_Hernandez,['#FTWcreates']
2020-04-07 12:10:00,Chapparal,Charles_Popp78,['#FTWcreates']
2020-04-07 12:11:00,Terrapin Springs,Adell2011Davis,['#FTWcreates']
2020-04-07 12:12:00,Downtown,Kathy_Miner1986,['#MakesItbestCan']
2020-04-07 12:15:00,Southton,AttentativeBinderBread23,['#Winscall']
2020-04-07 12:15:00,Downtown,FearsStephanieDog,['#it']
2020-04-07 12:18:00,Northwest,CandidWidenLight1992,['#WinsheWonder']
2020-04-07 12:19:00,Broadview,FuriousMcgaugheyCouch,['#Greatadvice']
2020-04-07 12:19:00,Cheddarford,FleetPCar1976,['#HateresourcesCan']
