time,sensorId,value
2027,11,14.97
2027,12,15.35
2027,13,14.36
2027,14,15.13
2027,15,15.82
2028,1,14.65
2028,4,14.59
2028,6,13.75
2028,9,14.9
2028,11,15.06
2028,12,15.03
2028,13,14.4
2028,14,14.45
2028,15,15.3
2029,1,14.18
2029,4,14.87
2029,6,15.26
2029,9,14.39
2029,11,15.2
2029,12,14.74
2029,13,13.83
2029,14,15.44
2029,15,14.55
2030,1,13.97
2030,4,14.29
2030,6,14.83
2030,9,14.08
2030,11,15.05
2030,12,13.62
2030,13,15.22
2030,14,14.65
2030,15,14.92
2031,1,15.1
2031,4,14.78
2031,6,14.67
2031,9,14.35
2031,11,14.29
2031,12,14.36
2031,13,14.89
2031,14,14.81
2031,15,13.7
2032,1,14.52
2032,4,14.69
2032,6,16.25
2032,9,14.3
2032,11,15.13
2032,12,15.04
2032,13,14.53
2032,14,15.03
2032,15,14.5
2033,1,14.95
2033,4,15.06
2033,6,13.44
2033,9,13.98
2033,11,14.79
2033,12,14.3
2033,13,14.38
2033,14,14.82
2033,15,13.42
2034,1,14.47
2034,4,15.01
2034,6,15.12
2034,9,14.52
2034,11,14.51
2034,12,15.03
2034,13,14.18
2034,14,15.02
2034,15,14.89
2035,1,14.6
2035,4,14.85
2035,6,14.39
2035,9,14.36
2035,11,13.26
2035,12,14.72
2035,13,14.34
2035,14,13.9
2035,15,14.53
2036,1,16.45
2036,4,14.48
2036,6,14.6
2036,9,13.47
2036,11,15.46
2036,12,15.46
2036,13,15.46
2036,14,14.5
2036,15,14.19
2037,1,13.29
2037,4,13.93
2037,6,13.67
2037,9,14.13
2037,11,14.74
2037,12,15.59
2037,13,14.5
2037,14,14.75
2037,15,14.84
2038,1,14.86
2038,4,14.65
2038,6,14.97
2038,9,15.64
2038,11,15.63
2038,12,13.77
2038,13,14.57
2038,14,14.06
2038,15,16.25
2039,1,15.46
2039,4,14.37
2039,6,14.48
2039,9,14.47
2039,11,15.39
2039,12,14.32
2039,13,13.73
2039,14,13.9
2039,15,14.56
2040,1,14.07
2040,4,14.23
2040,6,14.93
2040,9,14.52
2040,11,15.35
2040,12,13.66
2040,13,14.61
2040,14,14.29
2040,15,15.56
2041,1,14.38
2041,4,14.77
2041,6,15.85
2041,9,13.62
2041,11,14.25
2041,12,14.57
2041,13,15.29
2041,14,15.49
2041,15,15.08
2042,1,14.9
2042,4,15.39
2042,6,14.23
2042,9,15.0
2042,11,13.83
2042,12,13.86
2042,13,14.95
2042,14,14.99
2042,15,14.9
2043,1,15.11
2043,4,14.64
2043,6,14.06
2043,9,14.93
2043,11,14.64
2043,12,14.29
2043,13,14.25
2043,14,14.7
2043,15,15.4
2044,1,14.28
2044,4,15.09
2044,6,13.88
2044,9,13.61
2044,11,15.53
2044,12,14.57
2044,13,14.83
2044,14,14.98
2044,15,15.35
2045,1,14.65
2045,4,14.4
2045,6,13.98
2045,9,14.99
2045,11,14.69
2045,12,13.44
2045,13,14.27
2045,14,15.74
2045,15,14.38
2046,1,13.47
2046,4,15.27
2046,6,14.93
2046,9,14.15
2046,11,14.17
2046,12,14.56
2046,13,14.76
2046,14,14.38
2046,15,14.68
2047,1,14.82
2047,4,13.7
2047,6,14.64
2047,9,15.47
2047,11,15.37
2047,12,14.25
2047,13,15.5
2047,14,14.62
2047,15,15.4
2048,1,15.15
2048,4,15.32
2048,6,15.57
2048,9,14.17
2048,11,15.7
2048,12,14.1
2048,13,15.09
2048,14,15.46
2048,15,14.68
2049,1,15.09
2049,4,14.63
2049,6,14.93
2049,9,15.09
2049,11,14.27
2049,12,14.04
2049,13,14.72
2049,14,15.44
2049,15,14.77
2050,1,14.4
2050,4,13.63
2050,6,14.14
2050,9,15.21
2050,11,14.22
2050,12,15.38
2050,13,14.03
2050,14,14.2
2050,15,13.82
2051,1,13.87
2051,4,14.89
2051,6,14.22
2051,9,14.08
2051,11,14.04
2051,12,14.81
2051,13,14.18
2051,14,13.97
2051,15,15.32
2052,1,14.72
2052,4,15.58
2052,6,14.75
2052,9,14.93
2052,11,15.56
2052,12,13.75
2052,13,14.79
2052,14,13.94
2052,15,13.5
2053,1,14.23
2053,4,14.53
2053,6,15.01
2053,9,14.49
2053,11,14.62
2053,12,14.63
2053,13,13.95
2053,14,14.38
2053,15,13.92
2054,1,13.76
2054,4,14.67
2054,6,14.31
2054,9,13.73
2054,11,13.97
2054,12,14.68
2054,13,14.31
2054,14,14.69
2054,15,14.04
2055,1,14.45
2055,4,14.29
2055,6,15.24
2055,9,15.13
2055,11,13.96
2055,12,15.34
2055,13,15.6
2055,14,14.17
2055,15,14.85
2056,1,15.05
2056,4,14.57
2056,6,14.16
2056,9,14.6
2056,11,14.58
2056,12,14.6
2056,13,14.62
2056,14,13.85
2056,15,15.45
2057,1,13.53
2057,4,14.53
2057,6,14.96
2057,9,14.6
2057,11,14.73
2057,12,14.86
2057,13,14.24
2057,14,14.91
2057,15,15.53
2058,1,14.07
2058,4,14.36
2058,6,14.52
2058,9,14.15
2058,11,14.7
2058,12,15.37
2058,13,15.07
2058,14,14.04
2058,15,14.75
2059,1,14.67
2059,4,15.49
2059,6,14.15
2059,9,14.27
2059,11,13.78
2059,12,14.62
2059,13,14.55
2059,14,13.94
2059,15,15.35
2060,1,14.42
2060,4,15.02
2060,6,15.68
2060,9,15.68
2060,11,14.54
2060,12,14.87
2060,13,14.73
2060,14,14.7
2060,15,13.96
2061,1,14.98
2061,4,15.04
2061,6,13.98
2061,9,16.08
2061,11,14.89
2061,12,13.31
2061,13,14.07
2061,14,14.25
2061,15,14.38
2062,1,14.25
2062,4,15.81
2062,6,13.87
2062,9,15.29
2062,11,14.45
2062,12,14.85
2062,13,14.85
2062,14,14.49
2062,15,14.91
2063,1,15.42
2063,4,14.43
2063,6,14.75
2063,9,15.2
2063,11,15.22
2063,12,13.95
2063,13,13.62
2063,14,14.16
2063,15,15.59
2064,1,14.48
2064,4,14.02
2064,6,14.76
2064,9,14.59
2064,11,15.14
2064,12,14.44
2064,13,16.15
2064,14,14.71
2064,15,15.34
2065,1,13.52
2065,4,14.42
2065,6,14.95
2065,9,14.7
2065,11,14.93
2065,12,14.46
2065,13,15.06
2065,14,14.15
2065,15,14.2
2066,1,13.97
2066,4,13.63
2066,6,14.48
2066,9,14.61
2066,11,14.29
2066,12,14.32
2066,13,15.13
2066,14,13.74
2066,15,14.62
2067,1,14.28
2067,4,14.98
2067,6,15.06
2067,9,14.46
2067,11,14.65
2067,12,14.59
2067,13,14.33
2067,14,14.33
2067,15,13.94
2068,1,15.17
2068,4,13.99
2068,6,15.45
2068,9,15.06
2068,11,14.34
2068,12,14.15
2068,13,14.63
2068,14,14.56
2068,15,14.6
2069,1,15.52
2069,4,14.83
2069,6,13.86
2069,9,14.86
2069,11,15.46
2069,12,14.49
2069,13,14.83
2069,14,14.03
2069,15,14.31
2070,1,14.61
2070,4,14.79
2070,6,14.23
2070,9,14.68
2070,11,14.75
2070,12,14.82
2070,13,14.96
2070,14,15.19
2070,15,14.7
2071,1,14.72
2071,4,14.71
2071,6,15.41
2071,9,14.97
2071,11,13.34
2071,12,15.63
2071,13,14.3
2071,14,15.61
2071,15,14.42
2072,1,14.57
2072,4,15.06
2072,6,14.04
2072,9,14.86
2072,11,15.19
2072,12,15.09
2072,13,14.09
2072,14,14.49
2072,15,14.17
2073,1,15.49
2073,4,13.92
2073,6,13.96
2073,9,13.18
2073,11,15.16
2073,12,15.47
2073,13,14.4
2073,14,14.62
2073,15,14.27
2074,1,14.72
2074,4,12.93
2074,6,13.78
2074,9,14.52
2074,11,14.63
2074,12,14.31
2074,13,14.52
2074,14,15.22
2074,15,13.71
2075,1,14.61
2075,4,15.38
2075,6,15.28
2075,9,14.67
2075,11,15.41
2075,12,14.43
2075,13,13.95
2075,14,14.96
2075,15,14.6
2076,1,15.12
2076,4,15.78
2076,6,14.42
2076,9,15.37
2076,11,14.77
2076,12,13.62
2076,13,14.39
2076,14,14.52
2076,15,13.35
2077,1,13.92
2077,4,14.02
2077,6,14.17
2077,9,14.65
2077,11,14.6
2077,12,13.86
2077,13,15.54
2077,14,14.84
2077,15,15.31
2078,1,15.18
2078,4,14.59
2078,6,13.79
2078,9,15.43
2078,11,15.44
2078,12,14.33
2078,13,15.47
2078,14,13.52
2078,15,15.06
2079,1,14.29
2079,4,14.32
2079,6,13.64
2079,9,14.73
2079,11,14.91
2079,12,14.0
2079,13,15.34
2079,14,14.13
2079,15,13.53
2080,1,14.95
2080,4,15.41
2080,6,14.56
2080,9,13.61
2080,11,14.1
2080,12,14.02
2080,13,14.02
2080,14,15.48
2080,15,14.28
2081,1,14.48
2081,4,14.18
2081,6,13.72
2081,9,15.51
2081,11,14.75
2081,12,14.48
2081,13,14.65
2081,14,14.37
2081,15,14.69
2082,1,13.79
2082,4,15.49
2082,6,14.04
2082,9,13.94
2082,11,14.62
2082,12,14.61
2082,13,14.14
2082,14,14.74
2082,15,14.96
2083,1,13.96
2083,4,14.25
2083,6,14.97
2083,9,15.41
2083,11,14.44
2083,12,15.4
2083,13,15.31
2083,14,14.24
2083,15,15.56
2084,1,14.69
2084,4,14.4
2084,6,13.63
2084,9,14.53
2084,11,14.63
2084,12,14.27
2084,13,15.1
2084,14,13.98
2084,15,14.34
2085,1,14.97
2085,4,15.62
2085,6,14.42
2085,9,14.14
2085,11,16.05
2085,12,15.13
2085,13,14.42
2085,14,14.4
2085,15,14.37
2086,1,14.12
2086,4,14.75
2086,6,14.79
2086,9,14.63
2086,11,15.61
2086,12,13.69
2086,13,14.46
2086,14,14.01
2086,15,15.12
2087,1,13.69
2087,4,14.32
2087,6,14.71
2087,9,15.79
2087,11,14.22
2087,12,13.98
2087,13,14.12
2087,14,14.48
2087,15,15.13
2088,1,15.19
2088,4,14.9
2088,6,15.33
2088,9,13.71
2088,11,15.8
2088,12,15.11
2088,13,13.57
2088,14,14.94
2088,15,14.74
2089,1,15.38
2089,4,13.92
2089,6,14.26
2089,9,14.49
2089,11,14.55
2089,12,13.93
2089,13,14.57
2089,14,14.7
2089,15,15.13
2090,1,15.37
2090,4,14.74
2090,6,14.07
2090,9,15.06
2090,11,14.93
2090,12,14.52
2090,13,15.45
2090,14,15.47
2090,15,15.71
2091,1,13.95
2091,4,15.23
2091,6,14.12
2091,9,14.98
2091,11,64.54
2091,12,14.8
2091,13,14.33
2091,14,15.18
2091,15,14.4
2092,1,15.21
2092,4,13.93
2092,6,14.28
2092,9,14.34
2092,11,14.4
2092,12,13.53
2092,13,14.09
2092,14,14.38
2092,15,14.2
2093,1,14.15
2093,4,14.37
2093,6,13.73
2093,9,14.71
2093,11,14.6
2093,12,14.04
2093,13,15.19
2093,14,14.21
2093,15,14.16
2094,1,14.39
2094,4,14.0
2094,6,14.85
2094,9,14.88
2094,11,13.97
2094,12,15.08
2094,13,14.96
2094,14,14.6
2094,15,14.58
2095,1,14.74
2095,4,15.3
2095,6,13.89
2095,9,13.62
2095,11,14.18
2095,12,15.37
2095,13,14.52
2095,14,13.83
2095,15,15.01
2096,1,13.8
2096,4,14.89
2096,6,14.58
2096,9,13.62
2096,11,14.43
2096,12,14.22
2096,13,14.58
2096,14,14.8
2096,15,14.76
2097,1,14.39
2097,4,15.67
2097,6,12.88
2097,9,14.0
2097,11,14.86
2097,12,15.47
2097,13,14.44
2097,14,14.9
2097,15,15.34
2098,1,15.27
2098,4,13.51
2098,6,14.39
2098,9,14.27
2098,11,14.15
2098,12,15.64
2098,13,14.11
2098,14,13.64
2098,15,15.41
2099,1,14.25
2099,4,14.37
2099,6,14.5
2099,9,14.33
2099,11,15.35
2099,12,14.41
2099,13,14.49
2099,14,14.75
2099,15,14.09
2100,1,14.12
2100,4,15.27
2100,6,14.47
2100,9,14.85
2100,11,14.26
2100,12,15.47
2100,13,14.39
2100,14,15.39
2100,15,15.4
2101,1,13.73
2101,4,15.29
2101,6,14.34
2101,9,14.73
2101,11,14.43
2101,12,15.18
2101,13,14.87
2101,14,15.01
2101,15,15.17
2102,1,16.2
2102,4,14.99
2102,6,14.3
2102,9,14.71
2102,11,15.12
2102,12,15.5
2102,13,14.89
2102,14,14.81
2102,15,13.76
2103,1,13.79
2103,4,14.29
2103,6,14.67
2103,9,14.64
2103,11,13.83
2103,12,16.16
2103,13,15.76
2103,14,14.16
2103,15,14.76
2104,1,14.65
2104,4,14.28
2104,6,14.69
2104,9,15.27
2104,11,14.56
2104,12,14.97
2104,13,14.07
2104,14,14.99
2104,15,14.18
2105,1,14.19
2105,4,15.05
2105,6,14.56
2105,9,14.78
2105,11,14.81
2105,12,13.6
2105,13,14.74
2105,14,15.22
2105,15,14.28
2106,1,15.04
2106,4,14.73
2106,6,15.1
2106,9,14.37
2106,11,14.45
2106,12,15.01
2106,13,14.45
2106,14,14.6
2106,15,15.1
2107,1,14.05
2107,4,15.61
2107,6,13.91
2107,9,13.96
2107,11,14.76
2107,12,14.7
2107,13,13.56
2107,14,14.13
2107,15,15.07
2108,1,14.37
2108,4,14.65
2108,6,14.23
2108,9,13.91
2108,11,14.19
2108,12,13.52
2108,13,14.89
2108,14,14.89
2108,15,14.62
2109,1,14.38
2109,4,15.28
2109,6,13.53
2109,9,15.14
2109,11,13.46
2109,12,14.6
2109,13,14.64
2109,14,14.13
2109,15,14.0
2110,1,15.06
2110,4,13.82
2110,6,14.43
2110,9,14.59
2110,11,15.01
2110,12,13.78
2110,13,13.84
2110,14,14.9
2110,15,13.44
2111,1,14.52
2111,4,13.68
2111,6,14.63
2111,9,14.63
2111,11,14.99
2111,12,14.55
2111,13,13.76
2111,14,14.6
2111,15,14.8
2112,1,14.81
2112,4,14.96
2112,6,15.54
2112,9,13.9
2112,11,13.94
2112,12,14.6
2112,13,14.2
2112,14,14.66
2112,15,14.37
2113,1,14.65
2113,4,15.68
2113,6,15.01
2113,9,14.24
2113,11,14.83
2113,12,15.41
2113,13,14.89
2113,14,14.06
2113,15,13.62
2114,1,14.63
2114,4,14.16
2114,6,15.14
2114,9,14.55
2114,11,14.4
2114,12,14.01
2114,13,14.57
2114,14,13.4
2114,15,14.42
2115,1,15.01
2115,4,14.66
2115,6,14.19
2115,9,14.26
2115,11,14.13
2115,12,14.6
2115,13,15.41
2115,14,14.39
2115,15,15.03
2116,1,13.74
2116,4,15.29
2116,6,14.64
2116,9,14.95
2116,11,14.44
2116,12,14.73
2116,13,14.25
2116,14,14.15
2116,15,15.54
2117,1,13.74
2117,4,14.72
2117,6,14.38
2117,9,13.95
2117,11,15.13
2117,12,14.95
2117,13,14.25
2117,14,14.54
2117,15,13.86
2118,1,13.76
2118,4,14.83
2118,6,14.69
2118,9,15.55
2118,11,15.38
2118,12,14.01
2118,13,14.19
2118,14,14.42
2118,15,15.55
2119,1,15.6
2119,4,14.68
2119,6,15.47
2119,9,15.52
2119,11,13.31
2119,12,15.3
2119,13,14.58
2119,14,14.22
2119,15,15.27
2120,1,15.36
2120,4,14.03
2120,6,15.06
2120,9,14.42
2120,11,14.04
2120,12,14.98
2120,13,15.3
2120,14,15.1
2120,15,14.63
2121,1,14.91
2121,4,15.58
2121,6,15.28
2121,9,15.24
2121,11,14.72
2121,12,15.1
2121,13,13.58
2121,14,14.6
2121,15,14.18
2122,1,14.98
2122,4,14.25
2122,6,15.0
2122,9,14.55
2122,11,15.87
2122,12,14.96
2122,13,13.65
2122,14,13.76
2122,15,13.45
2123,1,14.03
2123,4,15.91
2123,6,13.57
2123,9,14.11
2123,11,14.07
2123,12,15.71
2123,13,15.05
2123,14,15.28
2123,15,14.44
2124,1,14.52
2124,4,14.13
2124,6,14.14
2124,9,14.27
2124,11,14.31
2124,12,14.42
2124,13,14.81
2124,14,14.13
2124,15,14.53
2125,1,14.48
2125,4,15.08
2125,6,14.53
2125,9,13.39
2125,11,13.9
2125,12,14.87
2125,13,14.89
2125,14,14.94
2125,15,14.5
2126,1,15.13
2126,4,14.68
2126,6,14.69
2126,9,15.81
2126,11,14.3
2126,12,13.43
2126,13,14.27
2126,14,14.04
2126,15,14.39
2127,1,14.12
2127,4,13.95
2127,6,15.52
2127,9,14.21
2127,11,14.51
2127,12,14.65
2127,13,13.75
2127,14,15.75
2127,15,15.2
2128,1,13.69
2128,4,15.12
2128,6,14.5
2128,9,14.78
2128,11,14.75
2128,12,15.08
2128,13,14.94
2128,14,13.83
2128,15,14.58
2129,1,15.52
2129,4,15.57
2129,6,14.96
2129,9,13.96
2129,11,15.49
2129,12,14.91
2129,13,14.71
2129,14,14.45
2129,15,14.38
2130,1,14.52
2130,4,15.0
2130,6,13.69
2130,9,14.74
2130,11,14.99
2130,12,14.66
2130,13,14.26
2130,14,14.57
2130,15,14.05
2131,1,14.46
2131,4,15.3
2131,6,14.77
2131,9,14.96
2131,11,14.05
2131,12,15.12
2131,13,13.85
2131,14,14.73
2131,15,15.3
2132,1,15.03
2132,4,13.56
2132,6,14.76
2132,9,15.12
2132,11,14.39
2132,12,14.96
2132,13,14.5
2132,14,14.59
2132,15,14.53
2133,1,14.69
2133,4,14.9
2133,6,14.11
2133,9,14.27
2133,11,15.07
2133,12,15.3
2133,13,15.53
2133,14,14.07
2133,15,13.19
2134,1,14.18
2134,4,14.65
2134,6,14.51
2134,9,14.07
2134,11,73.66
2134,12,14.83
2134,13,14.98
2134,14,14.98
2134,15,14.33
2135,1,13.93
2135,4,13.94
2135,6,14.86
2135,9,15.02
2135,11,15.27
2135,12,14.43
2135,13,14.02
2135,14,14.93
2135,15,14.91
2136,1,14.22
2136,4,14.71
2136,6,15.18
2136,9,15.62
2136,11,14.95
2136,12,14.06
2136,13,15.2
2136,14,15.42
2136,15,14.18
2137,1,15.18
2137,4,13.96
2137,6,13.63
2137,9,15.64
2137,11,15.45
2137,12,13.57
2137,13,14.81
2137,14,14.91
2137,15,14.77
2138,1,13.35
2138,4,14.24
2138,6,14.9
2138,9,14.56
2138,11,13.5
2138,12,14.65
2138,13,14.34
2138,14,14.55
2138,15,14.84
2139,1,15.21
2139,4,14.72
2139,6,14.69
2139,9,14.02
2139,11,14.41
2139,12,14.99
2139,13,14.5
2139,14,15.66
2139,15,13.24
2140,1,14.81
2140,4,15.33
2140,6,14.23
2140,9,14.7
2140,11,13.9
2140,12,15.29
2140,13,14.75
2140,14,14.98
2140,15,13.81
2141,1,15.11
2141,4,14.25
2141,6,13.65
2141,9,15.36
2141,11,14.65
2141,12,14.61
2141,13,14.75
2141,14,14.23
2141,15,14.58
2142,1,15.48
2142,4,14.83
2142,6,15.26
2142,9,13.76
2142,11,14.04
2142,12,15.09
2142,13,14.84
2142,14,15.31
2142,15,14.98
2143,1,15.49
2143,4,14.51
2143,6,14.05
2143,9,14.76
2143,11,14.49
2143,12,14.57
2143,13,14.31
2143,14,14.5
2143,15,14.09
2144,1,14.94
2144,4,14.35
2144,6,15.01
2144,9,14.24
2144,11,14.95
2144,12,15.93
2144,13,15.23
2144,14,14.43
2144,15,13.79
2145,1,15.1
2145,4,13.34
2145,6,15.74
2145,9,14.35
2145,11,14.67
2145,12,13.38
2145,13,14.73
2145,14,14.16
2145,15,14.02
2146,1,14.59
2146,4,13.86
2146,6,13.75
2146,9,14.38
2146,11,14.65
2146,12,14.93
2146,13,14.21
2146,14,14.7
2146,15,13.57
2147,1,15.49
2147,4,14.9
2147,6,15.1
2147,9,14.53
2147,11,14.25
2147,12,14.08
2147,13,14.41
2147,14,14.55
2147,15,14.41
2148,1,13.93
2148,4,14.23
2148,6,13.71
2148,9,14.78
2148,11,13.87
2148,12,13.98
2148,13,14.61
2148,14,14.39
2148,15,15.16
2149,1,15.54
2149,4,14.43
2149,6,15.69
2149,9,14.39
2149,11,14.71
2149,12,14.66
2149,13,14.82
2149,14,15.22
2149,15,14.58
2150,1,13.91
2150,4,14.1
2150,6,14.1
2150,9,13.51
2150,11,13.86
2150,12,14.94
2150,13,14.28
2150,14,15.0
2150,15,15.85
2151,1,14.75
2151,4,14.1
2151,6,13.85
2151,9,14.79
2151,11,15.01
2151,12,15.03
2151,13,14.29
2151,14,14.28
2151,15,14.74
2152,1,13.79
2152,4,14.97
2152,6,14.67
2152,9,14.52
2152,11,14.91
2152,12,13.8
2152,13,14.31
2152,14,14.11
2152,15,14.59
2153,1,14.45
2153,4,14.01
2153,6,15.21
2153,9,13.86
2153,11,14.37
2153,12,14.37
2153,13,16.07
2153,14,13.65
2153,15,14.62
2154,1,14.38
2154,4,13.33
2154,6,13.99
2154,9,14.2
2154,11,14.37
2154,12,14.39
2154,13,14.14
2154,14,12.99
2154,15,15.27
2155,1,14.48
2155,4,13.87
2155,6,16.01
2155,9,15.15
2155,11,14.29
2155,12,13.98
2155,13,14.53
2155,14,14.77
2155,15,13.53
2156,1,14.12
2156,4,15.41
2156,6,14.3
2156,9,14.53
2156,11,14.89
2156,12,14.64
2156,13,14.13
2156,14,14.93
2156,15,14.79
2157,1,14.25
2157,4,15.75
2157,6,14.15
2157,9,15.46
2157,11,14.92
2157,12,14.95
2157,13,14.86
2157,14,15.08
2157,15,15.09
2158,1,14.14
2158,4,14.85
2158,6,15.34
2158,9,14.58
2158,11,14.68
2158,12,14.4
2158,13,15.12
2158,14,15.81
2158,15,14.28
2159,1,15.24
2159,4,13.81
2159,6,14.81
2159,9,15.27
2159,11,13.81
2159,12,15.07
2159,13,14.8
2159,14,15.03
2159,15,13.69
2160,1,15.29
2160,4,13.91
2160,6,15.35
2160,9,13.88
2160,11,15.11
2160,12,14.64
2160,13,15.22
2160,14,14.22
2160,15,15.42
2161,1,15.23
2161,4,13.47
2161,6,15.18
2161,9,14.21
2161,11,15.27
2161,12,14.75
2161,13,15.0
2161,14,14.65
2161,15,14.41
2162,1,14.56
2162,4,15.04
2162,6,14.67
2162,9,14.67
2162,11,14.86
2162,12,14.99
2162,13,14.34
2162,14,13.86
2162,15,14.56
2163,1,15.0
2163,4,14.5
2163,6,15.98
2163,9,13.29
2163,11,14.67
2163,12,14.16
2163,13,14.81
2163,14,14.13
2163,15,14.74
2164,1,15.42
2164,4,15.03
2164,6,14.69
2164,9,14.99
2164,11,14.06
2164,12,15.05
2164,13,15.36
2164,14,14.62
2164,15,15.79
2165,1,15.14
2165,4,14.05
2165,6,15.25
2165,9,14.09
2165,11,15.28
2165,12,14.52
2165,13,14.11
2165,14,14.79
2165,15,14.53
2166,1,13.23
2166,4,15.21
2166,6,14.41
2166,9,15.19
2166,11,14.07
2166,12,14.42
2166,13,14.3
2166,14,14.66
2166,15,13.8
2167,1,15.54
2167,4,14.73
2167,6,15.2
2167,9,14.9
2167,11,14.64
2167,12,15.29
2167,13,15.73
2167,14,14.85
2167,15,14.35
2168,1,13.77
2168,4,14.87
2168,6,14.46
2168,9,14.34
2168,11,15.04
2168,12,15.27
2168,13,14.75
2168,14,14.8
2168,15,14.79
2169,1,15.04
2169,4,14.68
2169,6,14.25
2169,9,13.84
2169,11,14.64
2169,12,15.32
2169,13,13.7
2169,14,14.24
2169,15,15.38
2170,1,14.7
2170,4,14.83
2170,6,13.75
2170,9,14.1
2170,11,14.53
2170,12,14.8
2170,13,14.69
2170,14,14.7
2170,15,15.17
2171,1,14.44
2171,4,15.34
2171,6,13.84
2171,9,14.61
2171,11,13.72
2171,12,13.73
2171,13,14.29
2171,14,15.07
2171,15,15.17
2172,1,14.06
2172,4,14.81
2172,6,15.38
2172,9,13.97
2172,11,14.43
2172,12,14.42
2172,13,15.23
2172,14,14.98
2172,15,13.91
2173,1,14.73
2173,4,14.87
2173,6,14.25
2173,9,14.34
2173,11,13.86
2173,12,13.79
2173,13,14.95
2173,14,14.65
2173,15,14.13
2174,1,14.52
2174,4,14.99
2174,6,14.21
2174,9,14.28
2174,11,14.07
2174,12,14.61
2174,13,13.74
2174,14,15.36
2174,15,13.95
2175,1,13.93
2175,4,14.48
2175,6,14.03
2175,9,15.52
2175,11,13.69
2175,12,14.48
2175,13,14.12
2175,14,14.72
2175,15,13.79
2176,1,13.97
2176,4,14.91
2176,6,14.7
2176,9,14.71
2176,11,15.74
2176,12,14.62
2176,13,14.99
2176,14,14.47
2176,15,14.79
2177,1,14.17
2177,4,15.37
2177,6,14.51
2177,9,14.27
2177,11,14.47
2177,12,14.86
2177,13,14.52
2177,14,14.11
2177,15,14.92
2178,1,15.52
2178,4,14.35
2178,6,14.17
2178,9,14.32
2178,11,15.51
2178,12,13.75
2178,13,14.46
2178,14,14.9
2178,15,14.05
2179,1,14.26
2179,4,14.39
2179,6,14.34
2179,9,15.22
2179,11,15.22
2179,12,14.66
2179,13,14.4
2179,14,14.68
2179,15,14.46
2180,1,14.54
2180,4,14.19
2180,6,14.34
2180,9,15.5
2180,11,14.19
2180,12,13.99
2180,13,15.24
2180,14,14.58
2180,15,14.42
2181,1,14.86
2181,4,14.3
2181,6,14.68
2181,9,14.64
2181,11,14.27
2181,12,13.99
2181,13,13.87
2181,14,14.03
2181,15,15.38
2182,1,13.92
2182,4,14.48
2182,6,14.27
2182,9,13.85
2182,11,13.89
2182,12,14.57
2182,13,14.24
2182,14,14.44
2182,15,14.39
2183,1,14.68
2183,4,14.41
2183,6,14.71
2183,9,15.59
2183,11,15.03
2183,12,14.74
2183,13,14.59
2183,14,13.98
2183,15,14.99
2184,1,14.62
2184,4,14.4
2184,6,14.74
2184,9,14.56
2184,11,15.89
2184,12,14.67
2184,13,15.06
2184,14,14.34
2184,15,14.96
2185,1,15.51
2185,4,13.46
2185,6,14.16
2185,9,14.58
2185,11,15.18
2185,12,13.59
2185,13,15.49
2185,14,14.54
2185,15,14.29
2186,1,14.05
2186,4,14.7
2186,6,14.3
2186,9,15.57
2186,11,14.15
2186,12,15.9
2186,13,15.37
2186,14,14.37
2186,15,15.02
2187,1,14.22
2187,4,13.14
2187,6,15.59
2187,9,14.73
2187,11,13.09
2187,12,13.86
2187,13,14.87
2187,14,13.76
2187,15,14.96
2188,1,13.93
2188,4,14.58
2188,6,14.38
2188,9,14.46
2188,11,15.3
2188,12,14.81
2188,13,13.9
2188,14,14.83
2188,15,14.33
2189,1,14.99
2189,4,14.02
2189,6,14.37
2189,9,13.49
2189,11,14.59
2189,12,15.47
2189,13,13.72
2189,14,15.5
2189,15,14.79
2190,1,13.64
2190,4,14.17
2190,6,14.24
2190,9,14.49
2190,11,15.73
2190,12,14.38
2190,13,14.24
2190,14,15.73
2190,15,14.88
2191,1,15.29
2191,4,13.23
2191,6,14.69
2191,9,14.85
2191,11,14.22
2191,12,13.53
2191,13,15.62
2191,14,15.5
2191,15,13.43
2192,1,14.79
2192,4,16.09
2192,6,14.14
2192,9,15.34
2192,11,13.97
2192,12,14.76
2192,13,14.05
2192,14,15.08
2192,15,15.26
2193,1,14.92
2193,4,14.22
2193,6,14.04
2193,9,14.95
2193,11,14.83
2193,12,13.36
2193,13,15.2
2193,14,13.98
2193,15,14.68
2194,1,14.34
2194,4,15.31
2194,6,14.87
2194,9,14.19
2194,11,14.31
2194,12,14.73
2194,13,15.49
2194,14,14.16
2194,15,14.15
2195,1,14.76
2195,4,13.35
2195,6,13.84
2195,9,13.86
2195,11,13.89
2195,12,14.3
2195,13,14.12
2195,14,15.38
2195,15,13.99
2196,1,13.94
2196,4,15.49
2196,6,13.05
2196,9,14.26
2196,11,15.14
2196,12,14.69
2196,13,13.99
2196,14,14.14
2196,15,14.36
2197,1,15.62
2197,4,14.37
2197,6,15.02
2197,9,14.15
2197,11,14.68
2197,12,14.55
2197,13,14.29
2197,14,15.53
2197,15,15.35
2198,1,15.09
2198,4,16.72
2198,6,14.34
2198,9,14.55
2198,11,15.3
2198,12,14.21
2198,13,14.53
2198,14,14.89
2198,15,15.03
2199,1,14.8
2199,4,14.06
2199,6,14.6
2199,9,13.94
2199,11,14.42
2199,12,14.35
2199,13,14.29
2199,14,15.06
2199,15,14.61
2200,1,14.7
