time,sensorId,location,value,userId
565,41,18,30.15,CitizenScientist
565,42,19,32.8,AlwaysGlowing
565,43,4,35.8,CitizenScientist
565,44,18,43.234,TaxiDriver
565,45,9,40.834,CitizenScientist
565,46,9,38.818,Ckimball
565,47,16,40.05,UncleG
565,48,10,41.418,NeutronsAreFreeOfCharge
565,49,14,41.418,MySensor
565,50,0,0,MySensor
570,1,1,30.634,MySensor
570,2,16,37.684,TestUnit
570,3,2,22.166,CitizenScientist
570,4,19,15.216,ASWillhiem
570,5,6,3.054,CitizenScientist
570,6,0,0,MySensor
570,7,3,9.134,MySensor
570,8,3,8.582,MySensor
570,9,12,10.3,MySensor
570,10,3,8.784,HSS
570,11,3,8.766,RichardFox
570,12,2,19.148,CitizenScientist
570,13,4,16.084,HSS
570,14,18,15.55,AS-3
570,15,5,12.766,CitizenScientist
570,16,6,3.04,CitizenScientist
570,17,14,32.1,HiMarkHS
570,18,5,43.752,HiMarkHS
570,19,19,24.198,CitizenScientist
570,20,8,42.12,CitizenScientist
570,21,3,28.4,CitizenScientist
570,22,8,19.132,HSS
570,23,2,13.118,XrayLady
570,24,9,23.7,CitizenScientist
570,25,16,26.448,CitizenScientist
570,26,7,32.682,CitizenScientist
570,27,8,24.04,CitizenScientist
570,28,9,23.8,AS-1
570,29,11,13.782,AS-2
570,30,8,15.67,PeterLovesCrystals54
570,31,11,15.736,RadCurieous
570,32,12,29.802,GermanWrinkler43
570,33,15,30.402,CitizenScientist
570,34,13,30.666,CitizenScientist
570,35,5,30.418,HiMarkHS
570,36,5,38.998,CitizenScientist
570,37,18,41.384,Bob
570,38,1,41.702,ProfessorSievert
570,39,4,42.216,CitizenScientist
570,40,14,31.4,MutantX
570,41,18,30.418,CitizenScientist
570,42,19,33.016,AlwaysGlowing
570,43,4,35.9,CitizenScientist
570,44,18,42.25,TaxiDriver
570,45,9,41.666,CitizenScientist
570,46,9,38.384,Ckimball
570,47,16,40.668,UncleG
570,48,10,41.616,NeutronsAreFreeOfCharge
570,49,14,41.016,MySensor
570,50,0,0,MySensor
575,1,1,30.94,MySensor
575,2,16,23.72,TestUnit
575,3,2,21.368,CitizenScientist
575,4,19,16.234,ASWillhiem
575,5,6,3.032,CitizenScientist
575,6,0,0,MySensor
575,7,3,9.432,MySensor
575,8,3,6.382,MySensor
575,9,12,12.066,MySensor
575,10,3,8.634,HSS
575,11,3,8.75,RichardFox
575,12,2,18.468,CitizenScientist
575,13,4,15.484,HSS
575,14,18,15.934,AS-3
575,15,5,14.716,CitizenScientist
575,16,6,3.094,CitizenScientist
575,17,14,31.484,HiMarkHS
575,18,5,43.122,HiMarkHS
575,19,19,25.398,CitizenScientist
575,20,8,42.792,CitizenScientist
575,21,3,29.4,CitizenScientist
575,22,8,20.048,HSS
575,23,2,13.2,XrayLady
575,24,9,24.416,CitizenScientist
575,25,16,26.666,CitizenScientist
575,26,7,33.086,CitizenScientist
575,27,8,24.148,CitizenScientist
575,28,9,23.682,AS-1
575,29,11,13.984,AS-2
575,30,8,15.418,PeterLovesCrystals54
575,31,11,15.616,RadCurieous
575,32,12,30.3,GermanWrinkler43
575,33,15,30.584,CitizenScientist
575,34,13,30.484,CitizenScientist
575,35,5,30.914,HiMarkHS
575,36,5,36.266,CitizenScientist
575,37,18,41.55,Bob
575,38,1,41.534,ProfessorSievert
575,39,4,41.416,CitizenScientist
575,40,14,35.6,MutantX
575,41,18,30.852,CitizenScientist
575,42,19,32.616,AlwaysGlowing
575,43,4,36.05,CitizenScientist
575,44,18,42.866,TaxiDriver
575,45,9,40.968,CitizenScientist
575,46,9,39.382,Ckimball
575,47,16,40.616,UncleG
575,48,10,41.4,NeutronsAreFreeOfCharge
575,49,14,41.198,MySensor
575,50,0,0,MySensor
580,1,1,31.724,MySensor
580,2,16,23.258,TestUnit
580,3,2,21.182,CitizenScientist
580,4,19,14.134,ASWillhiem
580,5,6,2.976,CitizenScientist
580,6,0,0,MySensor
580,7,3,9.564,MySensor
580,8,3,8.518,MySensor
580,9,12,10.482,MySensor
580,10,3,8.25,HSS
580,11,3,7.834,RichardFox
580,12,2,18.298,CitizenScientist
580,13,4,15.616,HSS
580,14,18,15.482,AS-3
580,15,5,14.384,CitizenScientist
580,16,6,3.116,CitizenScientist
580,17,14,33.334,HiMarkHS
580,18,5,43.124,HiMarkHS
580,19,19,23.034,CitizenScientist
580,20,8,43.106,CitizenScientist
580,21,3,26.198,CitizenScientist
580,22,8,19.834,HSS
580,23,2,13.2,XrayLady
580,24,9,23.952,CitizenScientist
580,25,16,26.618,CitizenScientist
580,26,7,32.9,CitizenScientist
580,27,8,23.282,CitizenScientist
580,28,9,23.416,AS-1
580,29,11,13.668,AS-2
580,30,8,16.018,PeterLovesCrystals54
580,31,11,15.536,RadCurieous
580,32,12,30.052,GermanWrinkler43
580,33,15,29.75,CitizenScientist
580,34,13,30.416,CitizenScientist
580,35,5,30.782,HiMarkHS
580,36,5,38.832,CitizenScientist
580,37,18,41.384,Bob
580,38,1,41.3,ProfessorSievert
580,39,4,43.282,CitizenScientist
580,40,14,36.55,MutantX
580,41,18,31.4,CitizenScientist
580,42,19,34.266,AlwaysGlowing
580,43,4,34.852,CitizenScientist
580,44,18,42.268,TaxiDriver
580,45,9,41.15,CitizenScientist
580,46,9,40.2,Ckimball
580,47,16,40.732,UncleG
580,48,10,41.502,NeutronsAreFreeOfCharge
580,49,14,41.884,MySensor
580,50,0,0,MySensor
585,1,1,31.71,MySensor
585,2,16,24.178,TestUnit
585,3,2,20.516,CitizenScientist
585,4,19,15.2,ASWillhiem
585,5,6,2.876,CitizenScientist
585,6,0,0,MySensor
585,7,3,10.182,MySensor
585,8,3,8.734,MySensor
585,9,12,10.332,MySensor
585,10,3,9.336,HSS
585,11,3,8.334,RichardFox
585,12,2,17.998,CitizenScientist
585,13,18,15.75,HSS
585,14,18,15.1,AS-3
585,15,5,13.2,CitizenScientist
585,16,6,3.126,CitizenScientist
585,17,14,32.416,HiMarkHS
585,18,5,44.312,HiMarkHS
585,19,19,23.034,CitizenScientist
585,20,8,42.394,CitizenScientist
585,21,3,26.334,CitizenScientist
585,22,8,20.234,HSS
585,23,2,13.284,XrayLady
585,24,9,23.932,CitizenScientist
585,25,16,26.35,CitizenScientist
585,26,7,32.916,CitizenScientist
585,27,8,22.308,CitizenScientist
585,28,9,23.35,AS-1
585,29,11,14.018,AS-2
585,30,8,15.916,PeterLovesCrystals54
585,31,11,15.85,RadCurieous
585,32,12,29.584,GermanWrinkler43
585,33,15,30.398,CitizenScientist
585,34,13,30.916,CitizenScientist
585,35,5,30.4,HiMarkHS
585,36,5,35.75,CitizenScientist
585,37,18,41.066,Bob
585,38,1,41.252,ProfessorSievert
585,39,4,41.418,CitizenScientist
585,40,14,35.684,MutantX
585,41,18,32.102,CitizenScientist
585,42,19,33.152,AlwaysGlowing
585,43,4,34.184,CitizenScientist
585,44,18,42.3,TaxiDriver
585,45,9,40.916,CitizenScientist
585,46,9,39.55,Ckimball
585,47,16,40.8,UncleG
585,48,10,41.318,NeutronsAreFreeOfCharge
585,49,14,41.834,MySensor
585,50,0,0,MySensor
590,1,1,31.534,MySensor
590,2,16,23.286,TestUnit
590,3,2,21.45,CitizenScientist
590,4,19,15.084,ASWillhiem
590,5,6,3.104,CitizenScientist
590,6,0,0,MySensor
590,7,3,9.616,MySensor
590,8,3,8.484,MySensor
590,9,12,9.75,MySensor
590,10,3,8.832,HSS
590,11,3,8.32,RichardFox
590,12,2,17.916,CitizenScientist
590,13,13,16.834,HSS
590,14,18,15.518,AS-3
590,15,5,13.184,CitizenScientist
590,16,6,3.39,CitizenScientist
590,17,14,31.664,HiMarkHS
590,18,5,42.134,HiMarkHS
590,19,19,22.366,CitizenScientist
590,20,8,40.55,CitizenScientist
590,21,3,28,CitizenScientist
590,22,8,20.166,HSS
590,23,2,13.266,XrayLady
590,24,9,24.6,CitizenScientist
590,25,16,26.582,CitizenScientist
590,26,7,33.184,CitizenScientist
590,27,8,22.948,CitizenScientist
590,28,9,24.1,AS-1
590,29,11,14.3,AS-2
590,30,8,15.934,PeterLovesCrystals54
590,31,11,15.7,RadCurieous
590,32,12,29.718,GermanWrinkler43
590,33,15,30.134,CitizenScientist
590,34,13,30.902,CitizenScientist
590,35,5,30.766,HiMarkHS
590,36,5,36.884,CitizenScientist
590,37,18,49.926,Bob
590,38,1,41.202,ProfessorSievert
590,39,4,41.484,CitizenScientist
590,40,14,33.436,MutantX
590,41,18,31.832,CitizenScientist
590,42,19,33.216,AlwaysGlowing
590,43,4,36.666,CitizenScientist
590,44,18,41.468,TaxiDriver
590,45,9,41.034,CitizenScientist
590,46,9,39.032,Ckimball
590,47,16,41.232,UncleG
590,48,10,41.268,NeutronsAreFreeOfCharge
590,49,14,41.316,MySensor
590,50,0,0,MySensor
595,1,1,30.646,MySensor
595,2,16,23.888,TestUnit
595,3,2,20.934,CitizenScientist
595,4,19,14.882,ASWillhiem
595,5,6,3.084,CitizenScientist
595,6,0,0,MySensor
595,7,3,9.334,MySensor
595,8,3,8.202,MySensor
595,9,12,9.898,MySensor
595,10,3,9.5,HSS
595,11,3,9.434,RichardFox
595,12,2,18.484,CitizenScientist
595,13,4,16.034,HSS
595,14,18,16.048,AS-3
595,15,5,13.718,CitizenScientist
595,16,6,3.126,CitizenScientist
595,17,14,31.386,HiMarkHS
595,18,5,45.912,HiMarkHS
595,19,19,26.334,CitizenScientist
595,20,8,42.76,CitizenScientist
595,21,3,25.834,CitizenScientist
595,22,8,20.334,HSS
595,23,2,12.752,XrayLady
595,24,9,25.2,CitizenScientist
595,25,16,26.202,CitizenScientist
595,26,7,33.034,CitizenScientist
595,27,8,23.192,CitizenScientist
595,28,9,23.884,AS-1
595,29,11,14.084,AS-2
595,30,8,15.848,PeterLovesCrystals54
595,31,11,15.434,RadCurieous
595,32,12,29.402,GermanWrinkler43
595,33,15,30.134,CitizenScientist
595,34,13,30.084,CitizenScientist
595,35,5,31.132,HiMarkHS
595,36,5,37.918,CitizenScientist
595,37,18,40.384,Bob
595,38,1,40.85,ProfessorSievert
595,39,4,40.5,CitizenScientist
595,40,14,33.268,MutantX
595,41,18,31.168,CitizenScientist
595,42,19,31.266,AlwaysGlowing
595,43,4,37.034,CitizenScientist
595,44,18,41.3,TaxiDriver
595,45,9,39.85,CitizenScientist
595,46,9,39.65,Ckimball
595,47,16,40.398,UncleG
595,48,10,40.384,NeutronsAreFreeOfCharge
595,49,14,41.384,MySensor
595,50,0,0,MySensor
600,1,1,30.958,MySensor
600,2,16,23.392,TestUnit
600,3,2,22.202,CitizenScientist
600,4,19,15.602,ASWillhiem
600,5,6,2.85,CitizenScientist
600,6,0,0,MySensor
600,7,3,10.2,MySensor
600,8,3,8.082,MySensor
600,9,12,8.702,MySensor
600,10,3,9.618,HSS
600,11,3,7.668,RichardFox
600,12,2,17.4,CitizenScientist
600,13,4,15.218,HSS
600,14,18,16.534,AS-3
600,15,5,13.384,CitizenScientist
600,16,6,3.134,CitizenScientist
600,17,14,32.434,HiMarkHS
600,18,5,39.84,HiMarkHS
600,19,19,22.966,CitizenScientist
600,20,8,43.074,CitizenScientist
600,21,3,27.566,CitizenScientist
600,22,8,41.694,HSS
600,23,2,13.216,XrayLady
600,24,9,25.534,CitizenScientist
600,25,16,26.568,CitizenScientist
600,26,7,33.05,CitizenScientist
600,27,8,23.284,CitizenScientist
600,28,9,23.684,AS-1
600,29,11,13.734,AS-2
600,30,8,15.682,PeterLovesCrystals54
600,31,11,15.982,RadCurieous
600,32,12,29.236,GermanWrinkler43
600,33,15,30.284,CitizenScientist
600,34,13,29.9,CitizenScientist
600,35,5,31.216,HiMarkHS
600,36,5,35.118,CitizenScientist
600,37,18,40.552,Bob
600,38,1,41.75,ProfessorSievert
600,39,4,41.184,CitizenScientist
600,40,14,31.984,MutantX
600,41,18,30.766,CitizenScientist
600,42,19,32.432,AlwaysGlowing
600,43,4,37.934,CitizenScientist
600,44,18,41.382,TaxiDriver
600,45,9,40.616,CitizenScientist
600,46,9,40.418,Ckimball
600,47,16,41.448,UncleG
600,48,10,41.368,NeutronsAreFreeOfCharge
600,49,14,41.414,MySensor
600,50,0,0,MySensor
605,1,1,31.128,MySensor
605,2,16,24.114,TestUnit
605,3,2,20.618,CitizenScientist
605,4,19,15.084,ASWillhiem
605,5,6,2.916,CitizenScientist
605,6,0,0,MySensor
605,7,3,10.35,MySensor
605,8,3,8.084,MySensor
605,9,12,10.734,MySensor
605,10,3,11.734,HSS
605,11,3,9.034,RichardFox
605,12,2,17.682,CitizenScientist
605,13,4,16.216,HSS
605,14,18,14.284,AS-3
605,15,5,12.55,CitizenScientist
605,16,6,3.102,CitizenScientist
605,17,14,32.566,HiMarkHS
605,18,5,42.178,HiMarkHS
605,19,19,23.602,CitizenScientist
605,20,8,42.994,CitizenScientist
605,21,3,27.366,CitizenScientist
605,22,11,19.65,HSS
605,23,2,12.818,XrayLady
605,24,9,25.384,CitizenScientist
605,25,16,26.632,CitizenScientist
605,26,7,32.816,CitizenScientist
605,27,8,23.738,CitizenScientist
605,28,9,23.8,AS-1
605,29,11,13.618,AS-2
605,30,8,15.918,PeterLovesCrystals54
605,31,11,16.066,RadCurieous
605,32,12,29.702,GermanWrinkler43
605,33,15,30.416,CitizenScientist
605,34,13,30.868,CitizenScientist
605,35,5,30.516,HiMarkHS
605,36,5,37.064,CitizenScientist
605,37,18,40.868,Bob
605,38,1,41.282,ProfessorSievert
605,39,4,41.6,CitizenScientist
605,40,14,30.3,MutantX
605,41,18,31.602,CitizenScientist
605,42,19,33.102,AlwaysGlowing
605,43,4,35.684,CitizenScientist
605,44,18,41.682,TaxiDriver
605,45,9,41.102,CitizenScientist
605,46,9,40.4,Ckimball
605,47,16,41.218,UncleG
605,48,10,41.416,NeutronsAreFreeOfCharge
605,49,14,41.016,MySensor
605,50,0,0,MySensor
610,1,1,30.926,MySensor
610,2,16,23.834,TestUnit
610,3,2,20.502,CitizenScientist
610,4,19,15.848,ASWillhiem
610,5,6,2.914,CitizenScientist
610,6,0,0,MySensor
610,7,3,9.548,MySensor
610,8,3,8.95,MySensor
610,9,12,10.066,MySensor
610,10,14,9.348,HSS
610,11,3,7.948,RichardFox
610,12,2,16.784,CitizenScientist
610,13,4,15.818,HSS
610,14,18,16.016,AS-3
610,15,5,14.916,CitizenScientist
610,16,6,2.974,CitizenScientist
610,17,14,33.266,HiMarkHS
610,18,5,41.234,HiMarkHS
610,19,19,19.634,CitizenScientist
610,20,8,41.56,CitizenScientist
610,21,3,28.768,CitizenScientist
610,22,11,18.818,HSS
610,23,2,12.916,XrayLady
610,24,9,24.682,CitizenScientist
610,25,16,26.584,CitizenScientist
610,26,7,32.732,CitizenScientist
610,27,8,23.62,CitizenScientist
610,28,9,24.15,AS-1
610,29,11,13.898,AS-2
610,30,8,15.698,PeterLovesCrystals54
610,31,11,15.784,RadCurieous
610,32,12,30.2,GermanWrinkler43
610,33,15,29.768,CitizenScientist
610,34,13,30.382,CitizenScientist
610,35,5,30.716,HiMarkHS
610,36,5,36,CitizenScientist
610,37,18,41.466,Bob
610,38,1,40.964,ProfessorSievert
610,39,4,40.866,CitizenScientist
610,40,14,30.534,MutantX
610,41,18,31.55,CitizenScientist
610,42,19,32.934,AlwaysGlowing
610,43,4,33.452,CitizenScientist
610,44,18,41.534,TaxiDriver
610,45,9,40.95,CitizenScientist
610,46,9,40.15,Ckimball
610,47,16,41.332,UncleG
610,48,10,41.716,NeutronsAreFreeOfCharge
610,49,14,41.718,MySensor
610,50,0,0,MySensor
615,1,1,31.074,MySensor
615,2,16,23.92,TestUnit
615,3,2,20.868,CitizenScientist
615,4,19,16.048,ASWillhiem
615,5,6,3.108,CitizenScientist
615,6,0,0,MySensor
615,7,3,9.334,MySensor
615,8,3,8.25,MySensor
615,9,12,10.164,MySensor
615,10,14,10.166,HSS
615,11,3,8.916,RichardFox
615,12,2,17.552,CitizenScientist
615,13,4,16.168,HSS
615,14,18,15.65,AS-3
615,15,5,12.966,CitizenScientist
615,16,6,3.07,CitizenScientist
615,17,14,31.434,HiMarkHS
615,18,5,41.144,HiMarkHS
615,19,19,22.434,CitizenScientist
615,20,8,43.436,CitizenScientist
615,21,3,31.266,CitizenScientist
615,22,11,20.334,HSS
615,23,2,12.668,XrayLady
615,24,9,24.366,CitizenScientist
615,25,16,27.466,CitizenScientist
615,26,7,33.316,CitizenScientist
615,27,8,23.932,CitizenScientist
615,28,9,23.952,AS-1
615,29,11,13.684,AS-2
615,30,8,15.766,PeterLovesCrystals54
615,31,11,15.884,RadCurieous
615,32,12,29.816,GermanWrinkler43
615,33,15,30.236,CitizenScientist
615,34,13,30.334,CitizenScientist
615,35,5,30.984,HiMarkHS
615,36,5,36.882,CitizenScientist
615,37,18,41.384,Bob
615,38,1,41.434,ProfessorSievert
615,39,4,41.752,CitizenScientist
615,40,14,30.584,MutantX
615,41,18,31.566,CitizenScientist
615,42,19,32.002,AlwaysGlowing
615,43,4,33.716,CitizenScientist
615,44,18,40.5,TaxiDriver
615,45,9,41.048,CitizenScientist
615,46,9,40.016,Ckimball
615,47,16,40.7,UncleG
615,48,10,42.85,NeutronsAreFreeOfCharge
615,49,14,41.418,MySensor
615,50,0,0,MySensor
620,1,1,29.656,MySensor
620,2,16,23.06,TestUnit
620,3,2,20.65,CitizenScientist
620,4,19,14.42,ASWillhiem
620,5,6,2.85,CitizenScientist
620,6,0,0,MySensor
620,7,3,9.052,MySensor
620,8,3,9.366,MySensor
620,9,12,9.984,MySensor
620,10,4,10.718,HSS
620,11,3,9.098,RichardFox
620,12,2,17.568,CitizenScientist
620,13,4,15.782,HSS
620,14,18,15.984,AS-3
620,15,5,13.952,CitizenScientist
620,16,6,3.08,CitizenScientist
620,17,14,32.8,HiMarkHS
620,18,5,44.832,HiMarkHS
620,19,19,22.666,CitizenScientist
620,20,8,42.638,CitizenScientist
620,21,3,29.466,CitizenScientist
620,22,12,21.3,HSS
620,23,2,13.316,XrayLady
620,24,9,24.132,CitizenScientist
620,25,16,27.852,CitizenScientist
620,26,7,33.136,CitizenScientist
620,27,8,23.872,CitizenScientist
620,28,9,24.348,AS-1
620,29,11,13.65,AS-2
620,30,8,16.232,PeterLovesCrystals54
620,31,11,16.148,RadCurieous
620,32,12,30.084,GermanWrinkler43
620,33,15,30.15,CitizenScientist
620,34,13,29.916,CitizenScientist
620,35,5,30.732,HiMarkHS
620,36,5,32.666,CitizenScientist
620,37,18,40.7,Bob
620,38,1,41.634,ProfessorSievert
620,39,4,41.018,CitizenScientist
620,40,14,30.048,MutantX
620,41,18,31.95,CitizenScientist
620,42,19,31.832,AlwaysGlowing
620,43,4,31.782,CitizenScientist
620,44,18,40.016,TaxiDriver
620,45,9,40.534,CitizenScientist
620,46,9,40.618,Ckimball
620,47,16,40.068,UncleG
620,48,10,41.75,NeutronsAreFreeOfCharge
620,49,14,41.432,MySensor
620,50,0,0,MySensor
625,1,1,30.23,MySensor
625,2,16,24.114,TestUnit
625,3,2,20.848,CitizenScientist
625,4,19,15.648,ASWillhiem
625,5,6,2.894,CitizenScientist
625,6,0,0,MySensor
625,7,3,9.118,MySensor
625,8,3,8.382,MySensor
625,9,12,10.468,MySensor
625,10,4,10.868,HSS
625,11,3,8.05,RichardFox
625,12,2,17.116,CitizenScientist
625,13,4,16.182,HSS
625,14,18,15.5,AS-3
625,15,5,11.684,CitizenScientist
625,16,6,3.302,CitizenScientist
625,17,14,32.5,HiMarkHS
625,18,5,51.128,HiMarkHS
625,19,19,21.498,CitizenScientist
625,20,8,42.196,CitizenScientist
625,21,3,24.034,CitizenScientist
625,22,12,20.284,HSS
625,23,2,12.8,XrayLady
625,24,9,24.3,CitizenScientist
625,25,16,27.352,CitizenScientist
625,26,7,33.7,CitizenScientist
625,27,8,22.93,CitizenScientist
625,28,9,23.916,AS-1
625,29,11,13.8,AS-2
625,30,8,16.002,PeterLovesCrystals54
625,31,11,15.566,RadCurieous
625,32,12,30.05,GermanWrinkler43
625,33,15,30.434,CitizenScientist
625,34,13,30.386,CitizenScientist
625,35,5,30.848,HiMarkHS
625,36,5,37.38,CitizenScientist
625,37,18,40.984,Bob
625,38,1,41.45,ProfessorSievert
625,39,4,40.95,CitizenScientist
625,40,14,30.802,MutantX
625,41,18,31.5,CitizenScientist
625,42,19,32.918,AlwaysGlowing
625,43,4,31.466,CitizenScientist
625,44,18,39.932,TaxiDriver
625,45,9,39.516,CitizenScientist
625,46,9,39.848,Ckimball
625,47,16,40.732,UncleG
625,48,10,41.4,NeutronsAreFreeOfCharge
625,49,14,41.534,MySensor
625,50,0,0,MySensor
630,1,1,30.08,MySensor
630,2,16,23.318,TestUnit
630,3,2,21.602,CitizenScientist
630,4,19,15.182,ASWillhiem
630,5,6,3.024,CitizenScientist
630,6,0,0,MySensor
630,7,3,8.516,MySensor
630,8,3,9.168,MySensor
630,9,12,8.882,MySensor
630,10,4,10.568,HSS
630,11,3,8.314,RichardFox
630,12,2,16.916,CitizenScientist
630,13,4,16.15,HSS
630,14,18,15.366,AS-3
630,15,5,13.466,CitizenScientist
630,16,6,3.142,CitizenScientist
630,17,14,32.75,HiMarkHS
630,18,5,45.594,HiMarkHS
630,19,19,21.432,CitizenScientist
630,20,8,41.694,CitizenScientist
630,21,3,27.032,CitizenScientist
630,22,12,20.35,HSS
630,23,2,12.782,XrayLady
630,24,9,24.466,CitizenScientist
630,25,16,26.364,CitizenScientist
630,26,7,33.116,CitizenScientist
630,27,8,23.322,CitizenScientist
630,28,9,24.066,AS-1
630,29,11,13.716,AS-2
630,30,8,15.65,PeterLovesCrystals54
630,31,11,15.732,RadCurieous
630,32,12,29.4,GermanWrinkler43
630,33,15,30.332,CitizenScientist
630,34,13,30.018,CitizenScientist
630,35,5,31.532,HiMarkHS
630,36,5,36.586,CitizenScientist
630,37,18,40.982,Bob
630,38,1,42.232,ProfessorSievert
630,39,4,41.832,CitizenScientist
630,40,14,30.902,MutantX
630,41,18,30.834,CitizenScientist
630,42,19,33.2,AlwaysGlowing
630,43,4,32.2,CitizenScientist
630,44,18,39.902,TaxiDriver
630,45,9,39.368,CitizenScientist
630,46,9,40.568,Ckimball
630,47,16,42.298,UncleG
630,48,10,40.918,NeutronsAreFreeOfCharge
630,49,14,42.182,MySensor
630,50,0,0,MySensor
635,1,1,30.738,MySensor
635,2,16,22.374,TestUnit
635,3,2,21.368,CitizenScientist
635,4,19,15.25,ASWillhiem
635,5,6,3.056,CitizenScientist
635,6,0,0,MySensor
635,7,3,7.7,MySensor
635,8,3,8.516,MySensor
635,9,12,9.916,MySensor
635,10,4,10.25,HSS
635,11,3,8.768,RichardFox
635,12,2,18.434,CitizenScientist
635,13,4,16.616,HSS
635,14,18,15.586,AS-3
635,15,5,14.75,CitizenScientist
635,16,6,3.176,CitizenScientist
635,17,14,31.682,HiMarkHS
635,18,5,43.888,HiMarkHS
635,19,19,23.2,CitizenScientist
635,20,8,41.706,CitizenScientist
635,21,3,29.5,CitizenScientist
635,22,13,20.682,HSS
635,23,2,12.986,XrayLady
635,24,9,23.834,CitizenScientist
635,25,16,26.566,CitizenScientist
635,26,7,32.77,CitizenScientist
635,27,8,22.364,CitizenScientist
635,28,9,24.068,AS-1
635,29,11,13.934,AS-2
635,30,8,15.95,PeterLovesCrystals54
635,31,11,16,RadCurieous
635,32,12,30.4,GermanWrinkler43
635,33,15,30.232,CitizenScientist
635,34,13,30.6,CitizenScientist
635,35,5,31.118,HiMarkHS
635,36,5,36.732,CitizenScientist
635,37,18,40.734,Bob
635,38,1,42.334,ProfessorSievert
635,39,4,41.902,CitizenScientist
635,40,14,30.532,MutantX
635,41,18,31.466,CitizenScientist
635,42,19,32.748,AlwaysGlowing
635,43,4,34.766,CitizenScientist
635,44,18,38.602,TaxiDriver
635,45,9,38.198,CitizenScientist
635,46,9,39.45,Ckimball
635,47,16,40.102,UncleG
635,48,10,42.332,NeutronsAreFreeOfCharge
635,49,14,42.05,MySensor
635,50,0,0,MySensor
640,1,1,31.292,MySensor
640,2,16,23.612,TestUnit
640,3,2,20.716,CitizenScientist
640,4,19,14.632,ASWillhiem
640,5,6,2.918,CitizenScientist
640,6,0,0,MySensor
640,7,3,8.85,MySensor
640,8,3,9.268,MySensor
640,9,12,9.05,MySensor
640,10,4,9.998,HSS
640,11,3,9.152,RichardFox
640,12,2,16.982,CitizenScientist
640,13,4,15.732,HSS
640,14,18,16.284,AS-3
640,15,5,14.132,CitizenScientist
640,16,6,3.17,CitizenScientist
640,17,14,32.002,HiMarkHS
640,18,5,42.942,HiMarkHS
640,19,19,24.034,CitizenScientist
640,20,8,42.876,CitizenScientist
640,21,3,27.168,CitizenScientist
640,22,4,19.4,HSS
640,23,2,13.332,XrayLady
640,24,9,23.334,CitizenScientist
640,25,16,26.534,CitizenScientist
640,26,7,32.684,CitizenScientist
640,27,8,22.778,CitizenScientist
640,28,9,24.284,AS-1
640,29,11,13.334,AS-2
640,30,8,15.518,PeterLovesCrystals54
640,31,11,15.55,RadCurieous
640,32,12,29.918,GermanWrinkler43
640,33,15,30.102,CitizenScientist
640,34,13,30.75,CitizenScientist
640,35,5,31.4,HiMarkHS
640,36,5,38.468,CitizenScientist
640,37,18,40.368,Bob
640,38,1,42.932,ProfessorSievert
640,39,4,41.468,CitizenScientist
640,40,14,29.848,MutantX
640,41,18,31.932,CitizenScientist
640,42,19,33.866,AlwaysGlowing
640,43,4,35,CitizenScientist
640,44,18,39.35,TaxiDriver
640,45,9,38.634,CitizenScientist
640,46,9,38.684,Ckimball
640,47,16,40.668,UncleG
640,48,10,41.334,NeutronsAreFreeOfCharge
640,49,14,41.75,MySensor
640,50,0,0,MySensor
645,1,1,30.904,MySensor
645,2,16,24.23,TestUnit
645,3,2,20.816,CitizenScientist
645,4,19,14.018,ASWillhiem
645,5,6,3.01,CitizenScientist
645,6,0,0,MySensor
645,7,3,8.668,MySensor
645,8,3,8.75,MySensor
645,9,12,8.7,MySensor
645,10,4,10.416,HSS
645,11,3,8.516,RichardFox
645,12,2,18.466,CitizenScientist
645,13,4,15.334,HSS
645,14,18,15.034,AS-3
645,15,5,13.452,CitizenScientist
645,16,6,3.298,CitizenScientist
645,17,14,32.682,HiMarkHS
645,18,5,39.93,HiMarkHS
645,19,19,23.7,CitizenScientist
645,20,8,40.002,CitizenScientist
645,21,3,27.366,CitizenScientist
645,22,4,19.216,HSS
645,23,2,13.016,XrayLady
645,24,9,23.682,CitizenScientist
645,25,16,26.27,CitizenScientist
645,26,7,32.818,CitizenScientist
645,27,8,22.86,CitizenScientist
645,28,9,24.334,AS-1
645,29,11,14.352,AS-2
645,30,8,15.5,PeterLovesCrystals54
645,31,11,16.116,RadCurieous
645,32,12,29.7,GermanWrinkler43
645,33,15,31.1,CitizenScientist
645,34,13,30.366,CitizenScientist
645,35,5,30.868,HiMarkHS
645,36,5,32.952,CitizenScientist
645,37,18,40.002,Bob
645,38,1,40.9,ProfessorSievert
645,39,4,41.652,CitizenScientist
645,40,14,30.932,MutantX
645,41,18,32.516,CitizenScientist
645,42,19,32.934,AlwaysGlowing
645,43,4,49.512,CitizenScientist
645,44,18,39.85,TaxiDriver
645,45,9,38.364,CitizenScientist
645,46,9,39.4,Ckimball
645,47,16,40.916,UncleG
645,48,10,41.418,NeutronsAreFreeOfCharge
645,49,14,41.018,MySensor
645,50,0,0,MySensor
650,1,1,30.482,MySensor
650,2,16,23.986,TestUnit
650,3,2,21.35,CitizenScientist
650,4,19,15.052,ASWillhiem
650,5,6,3.226,CitizenScientist
650,6,0,0,MySensor
650,7,3,9.15,MySensor
650,8,3,8.516,MySensor
650,9,12,9.216,MySensor
650,10,4,9.916,HSS
650,11,3,9.5,RichardFox
