time,location,account,cluster,word
2020-04-08 10:14:00,Old Town,JWileyLea,medical,die
2020-04-08 10:14:00,Weston,Beatrice32,rescue,fire
2020-04-08 10:14:00,Weston,RacesMichael_ReesBear,medical,die
2020-04-08 10:14:00,Northwest,CuriousKirkPlate,volunteer,crew
2020-04-08 10:14:00,Northwest,CuriousKirkPlate,power,outage
2020-04-08 10:14:00,Northwest,CuriousKirkPlate,volunteer,crew
2020-04-08 10:15:00,<Location with-held due to contract>,FastLightWilliam,water,flood
2020-04-08 10:15:00,<Location with-held due to contract>,FastLightWilliam,water,water
2020-04-08 10:15:00,Cheddarford,FearsJeffreyCat,rescue,fire
2020-04-08 10:15:00,Cheddarford,FearsJeffreyCat,rescue,fire
2020-04-08 10:15:00,Palace Hills,WatchesMark_BushWhale,quake,rubble
2020-04-08 10:16:00,Southwest,CleverIcecreamGreene,transport,bridge
2020-04-08 10:16:00,Weston,SmartPierceBread,rescue,fire
2020-04-08 10:16:00,Weston,SmartPierceBread,rescue,rescue
2020-04-08 10:16:00,Cheddarford,LazyBradfordBanana1976,nuclear,nuclear
2020-04-08 10:16:00,Cheddarford,LazyBradfordBanana1976,power,power
2020-04-08 10:16:00,Weston,DarkSpenglerBowl5,rescue,fire
2020-04-08 10:16:00,Weston,DarkSpenglerBowl5,rescue,fire
2020-04-08 10:16:00,Weston,DarkSpenglerBowl5,water,water
2020-04-08 10:17:00,West Parton,TallMLight,transport,road
2020-04-08 10:17:00,Northwest,Jaime2014,medical,die
2020-04-08 10:18:00,Southwest,FearsCowerWhale,rescue,fire
2020-04-08 10:18:00,Southwest,FearsCowerWhale,rescue,rescue
2020-04-08 10:18:00,Palace Hills,TallHuneycuttCouch70,transport,transportation
2020-04-08 10:18:00,Palace Hills,TallHuneycuttCouch70,transport,bridge
2020-04-08 10:19:00,Southton,GuapoMcguinnessBanana,volunteer,crew
2020-04-08 10:19:00,Southton,GuapoMcguinnessBanana,power,outage
2020-04-08 10:19:00,Southton,GuapoMcguinnessBanana,volunteer,crew
2020-04-08 10:19:00,Safe Town,AttentativeAntoinettePlate,rescue,fire
2020-04-08 10:19:00,Cheddarford,CleverCouchKathy,medical,die
2020-04-08 10:19:00,Weston,HerbertBusyM,transport,transportation
2020-04-08 10:19:00,Weston,HerbertBusyM,transport,bridge
2020-04-08 10:19:00,Weston,HerbertBusyM,transport,bridge
2020-04-08 10:20:00,Southton,TDarkFields,nuclear,nuclear
2020-04-08 10:20:00,Downtown,PaulFleetBurd,rescue,fire
2020-04-08 10:20:00,Downtown,PaulFleetBurd,rescue,fire
2020-04-08 10:20:00,Downtown,PaulFleetBurd,water,water
2020-04-08 10:20:00,West Parton,WilliamLion68,rescue,fire
2020-04-08 10:20:00,West Parton,WilliamLion68,rescue,fire
2020-04-08 10:21:00,Old Town,FastLightFrances_Bridgett,medical,die
2020-04-08 10:21:00,Scenic Vista,FuriousLockhartBowl,volunteer,crew
2020-04-08 10:21:00,Scenic Vista,FuriousLockhartBowl,power,outage
2020-04-08 10:21:00,Scenic Vista,FuriousLockhartBowl,volunteer,crew
2020-04-08 10:21:00,Downtown,LazyMLight66,medical,medical
2020-04-08 10:21:00,Downtown,LazyMLight66,medical,ambulance
2020-04-08 10:21:00,Downtown,TallPCouch1979,rescue,fire
2020-04-08 10:21:00,Southton,MargaritaHorse7,rescue,fire
2020-04-08 10:21:00,Southton,MargaritaHorse7,rescue,fire
2020-04-08 10:21:00,Southton,MargaritaHorse7,water,water
2020-04-08 10:21:00,Palace Hills,LazyGloverPlate42,transport,transportation
2020-04-08 10:21:00,Palace Hills,LazyGloverPlate42,transport,bridge
2020-04-08 10:21:00,Palace Hills,LazyGloverPlate42,transport,bridge
2020-04-08 10:22:00,Northwest,SmartPlateKane,nuclear,nuclear
2020-04-08 10:22:00,Chapparal,FearsJerryBear,transport,road
2020-04-08 10:22:00,Weston,CandidHBanana21,volunteer,crew
2020-04-08 10:22:00,Weston,CandidHBanana21,power,outage
2020-04-08 10:22:00,Weston,CandidHBanana21,volunteer,crew
2020-04-08 10:24:00,Old Town,AttentativeDouglasIcecream,rescue,fire
2020-04-08 10:24:00,Palace Hills,Willie_Mclaughlin1969,nuclear,nuclear
2020-04-08 10:26:00,Terrapin Springs,CuriousECouch,water,water
2020-04-08 10:26:00,Terrapin Springs,CuriousECouch,rescue,rescue
2020-04-08 10:26:00,Northwest,TallFultzIcecream,transport,transportation
2020-04-08 10:26:00,Northwest,TallFultzIcecream,transport,bridge
2020-04-08 10:26:00,Northwest,TallFultzIcecream,transport,bridge
2020-04-08 10:26:00,Downtown,LazyBowlChilds,nuclear,nuclear
2020-04-08 10:26:00,Downtown,LazyBowlChilds,power,power
2020-04-08 10:26:00,Southton,FamousWBanana40,rescue,fire
2020-04-08 10:27:00,Oak Willow,GuapoKathrynHouse,medical,medical
2020-04-08 10:27:00,Oak Willow,GuapoKathrynHouse,medical,ambulance
2020-04-08 10:27:00,West Parton,DixonWhale31,rescue,fire
2020-04-08 10:27:00,West Parton,DixonWhale31,rescue,rescue
2020-04-08 10:27:00,Northwest,FastRHouse1950,rescue,fire
2020-04-08 10:27:00,Northwest,FastRHouse1950,rescue,fire
2020-04-08 10:27:00,Northwest,FastRHouse1950,water,water
2020-04-08 10:27:00,Scenic Vista,James2001,transport,transportation
2020-04-08 10:27:00,Scenic Vista,James2001,transport,bridge
2020-04-08 10:27:00,Scenic Vista,James2001,transport,bridge
2020-04-08 10:27:00,Downtown,FearsElizabeth_CarrHorse,nuclear,nuclear
2020-04-08 10:27:00,Pepper Mill,CandidEarlCar30,nuclear,nuclear
2020-04-08 10:27:00,Pepper Mill,CandidEarlCar30,power,power
2020-04-08 10:28:00,Southton,FastHarlessBread49,volunteer,crew
2020-04-08 10:28:00,Southton,FastHarlessBread49,power,outage
2020-04-08 10:28:00,Southton,FastHarlessBread49,volunteer,crew
2020-04-08 10:29:00,Weston,LovesDavidDog,nuclear,nuclear
2020-04-08 10:29:00,Downtown,SmartBreadJimmy,water,water
2020-04-08 10:29:00,Downtown,SmartBreadJimmy,rescue,rescue
2020-04-08 10:30:00,Downtown,PWileyTune,water,water
2020-04-08 10:30:00,Downtown,PWileyTune,rescue,rescue
2020-04-08 10:30:00,Downtown,MilburnHorse1955,transport,transportation
2020-04-08 10:30:00,Downtown,MilburnHorse1955,transport,bridge
2020-04-08 10:30:00,Downtown,MilburnHorse1955,transport,bridge
2020-04-08 10:30:00,Downtown,SmartMCandy,medical,medical
2020-04-08 10:30:00,Downtown,SmartMCandy,medical,ambulance
2020-04-08 10:30:00,Weston,WilliamBusyStgermain,medical,die
2020-04-08 10:31:00,West Parton,GerhartMouse7,nuclear,nuclear
2020-04-08 10:31:00,West Parton,TallMLight,nuclear,nuclear
2020-04-08 10:36:00,Weston,FleetHiltonCandy1964,water,water
2020-04-08 10:36:00,Weston,FleetHiltonCandy1964,rescue,rescue
2020-04-08 10:37:00,Terrapin Springs,SmartWCar,water,water
2020-04-08 10:37:00,Weston,SmartWBread,volunteer,crew
2020-04-08 10:37:00,Weston,SmartWBread,power,outage
2020-04-08 10:37:00,Weston,SmartWBread,volunteer,crew
2020-04-08 10:39:00,Palace Hills,FamousCarSmith,nuclear,nuclear
2020-04-08 10:39:00,Old Town,CharlesBear79,nuclear,nuclear
2020-04-08 10:39:00,Southton,LarryDog71,nuclear,nuclear
2020-04-08 10:39:00,Southton,LarryDog71,power,power
2020-04-08 10:39:00,Safe Town,FastPlateBetty_Adams,rescue,fire
2020-04-08 10:39:00,Safe Town,FastPlateBetty_Adams,rescue,fire
2020-04-08 10:39:00,Safe Town,FastPlateBetty_Adams,water,water
2020-04-08 10:40:00,Palace Hills,CrosslandBird1986,volunteer,crew
2020-04-08 10:40:00,Palace Hills,CrosslandBird1986,power,outage
2020-04-08 10:40:00,Palace Hills,CrosslandBird1986,volunteer,crew
2020-04-08 10:41:00,Cheddarford,FamousBananaDilly,nuclear,nuclear
2020-04-08 10:41:00,Cheddarford,FamousBananaDilly,power,power
2020-04-08 10:41:00,Cheddarford,FamousBananaDilly,water,water
2020-04-08 10:41:00,Southton,WileyGaitherBanana,quake,quiver
2020-04-08 10:41:00,Scenic Vista,Doris48D,food,food
2020-04-08 10:43:00,Downtown,AttentativePBread32,transport,transportation
2020-04-08 10:43:00,Downtown,AttentativePBread32,transport,bridge
2020-04-08 10:43:00,Downtown,AttentativePBread32,transport,bridge
2020-04-08 10:44:00,Scenic Vista,Samuel1951,quake,vibrate
2020-04-08 10:45:00,West Parton,BusyLightWilma,nuclear,nuclear
2020-04-08 10:45:00,West Parton,BusyLightWilma,power,power
2020-04-08 10:45:00,Chapparal,C15Davis,transport,transportation
2020-04-08 10:45:00,Chapparal,C15Davis,transport,road
2020-04-08 10:45:00,Chapparal,C15Davis,quake,rubble
2020-04-08 10:45:00,<Location with-held due to contract>,DanielFish19,transport,transportation
2020-04-08 10:45:00,<Location with-held due to contract>,DanielFish19,transport,highway
2020-04-08 10:46:00,Downtown,DOT-StHimark,transport,bridge
2020-04-08 10:46:00,Downtown,FamousCarCynthia_Powe,water,flood
2020-04-08 10:46:00,Downtown,FamousCarCynthia_Powe,water,water
2020-04-08 10:46:00,Downtown,DOT-StHimark,transport,bridge
2020-04-08 10:46:00,Downtown,DOT-StHimark,transport,highway
2020-04-08 10:46:00,Downtown,DOT-StHimark,transport,bridge
2020-04-08 10:46:00,Downtown,DOT-StHimark,transport,bridge
2020-04-08 10:46:00,Downtown,DOT-StHimark,transport,bridge
2020-04-08 10:48:00,Downtown,RFuriousThacker,water,flood
2020-04-08 10:48:00,Downtown,RFuriousThacker,water,water
2020-04-08 10:49:00,Old Town,Helen_FerberBird2012,quake,quake
2020-04-08 10:49:00,Southton,HoldsShinLion,rescue,fire
2020-04-08 10:49:00,Southton,HoldsShinLion,rescue,fire
2020-04-08 10:49:00,Southton,HoldsShinLion,water,water
2020-04-08 10:50:00,West Parton,HoldsFradyMouse,water,water
2020-04-08 10:50:00,West Parton,HoldsFradyMouse,rescue,rescue
2020-04-08 10:50:00,Scenic Vista,SmartBowlCharlene_Shaw,nuclear,nuclear
2020-04-08 10:50:00,Scenic Vista,SmartBowlCharlene_Shaw,power,power
2020-04-08 10:50:00,Scenic Vista,SmartBowlCharlene_Shaw,water,water
2020-04-08 10:51:00,Scenic Vista,WilliamCleverKrohn,transport,road
2020-04-08 10:52:00,Scenic Vista,DarkEPlate,nuclear,nuclear
2020-04-08 10:52:00,Scenic Vista,DarkEPlate,power,power
2020-04-08 10:53:00,Weston,TallHCandy11,nuclear,nuclear
2020-04-08 10:53:00,Weston,TallHCandy11,power,power
2020-04-08 10:53:00,Downtown,AttentativeJohnCar,rescue,fire
2020-04-08 10:53:00,Downtown,AttentativeJohnCar,rescue,fire
2020-04-08 10:53:00,Downtown,AttentativeJohnCar,water,water
2020-04-08 10:55:00,Southton,CandidStrunkCouch1987,water,water
2020-04-08 10:55:00,Southton,CandidStrunkCouch1987,rescue,rescue
2020-04-08 10:57:00,Palace Hills,JWileyTippets,transport,bridge
2020-04-08 10:58:00,Downtown,SFamousM,transport,bridge
2020-04-08 10:58:00,Weston,HoldsAlvaradoWhale,transport,bridge
2020-04-08 10:58:00,Southwest,FamousSchoonoverCar93,transport,road
2020-04-08 11:00:00,Downtown,FamousCarCynthia_Powe,transport,bridge
2020-04-08 11:00:00,Palace Hills,Phillip9N,transport,bridge
2020-04-08 11:01:00,Northwest,Elizabeth_Csaszar58,transport,bridge
2020-04-08 11:01:00,Northwest,BusySandigoHouse,water,water
2020-04-08 11:01:00,Broadview,LazyCouchElvin_Ottesen,rescue,fire
2020-04-08 11:02:00,Palace Hills,LazyAPlate,transport,bridge
2020-04-08 11:03:00,Safe Town,FastBLight,food,food
2020-04-08 11:04:00,Weston,ObnoxiousRIcecream,transport,bridge
2020-04-08 11:05:00,Downtown,Winifred2011,transport,bridge
2020-04-08 11:06:00,Safe Town,LazyReginaldBanana,nuclear,nuclear
2020-04-08 11:06:00,Safe Town,LazyReginaldBanana,power,power
2020-04-08 11:06:00,Southton,FuriousWilliamsPlate1953,transport,bridge
2020-04-08 11:07:00,Southwest,FuriousMarshPlate,transport,bridge
2020-04-08 11:09:00,Oak Willow,Chisolm67,transport,bridge
2020-04-08 11:11:00,Southton,McgeheeCat1976,transport,bridge
2020-04-08 11:11:00,Weston,FastBarthelIcecream,transport,transportation
2020-04-08 11:11:00,Weston,FastBarthelIcecream,transport,highway
2020-04-08 11:12:00,Southton,GuapoLightBeveridge,water,water
2020-04-08 11:12:00,Palace Hills,ChristianCleverL,transport,transportation
2020-04-08 11:12:00,Palace Hills,ChristianCleverL,transport,highway
2020-04-08 11:12:00,Northwest,K27Starr,transport,bridge
2020-04-08 11:12:00,Broadview,Curtis_BuchananHorse65,transport,road
2020-04-08 11:12:00,Broadview,Curtis_BuchananHorse65,water,sewer
2020-04-08 11:13:00,Weston,CuriousRCar,transport,road
2020-04-08 11:14:00,Downtown,TaliaLion1988,rescue,fire
2020-04-08 11:14:00,Southton,HoldsNicholas_McilwainBear,transport,bridge
2020-04-08 11:14:00,West Parton,FamousPearsonPlate2007,transport,bridge
2020-04-08 11:14:00,Downtown,Iglesias4,water,water
2020-04-08 11:14:00,West Parton,CleverGatesIcecream,transport,bridge
2020-04-08 11:15:00,Weston,M34Gatewood,transport,transportation
2020-04-08 11:15:00,Weston,M34Gatewood,transport,highway
2020-04-08 11:15:00,<Location with-held due to contract>,SmartJCouch,quake,earthquake
2020-04-08 11:15:00,Weston,CleverBowlLarkin,transport,bridge
2020-04-08 11:15:00,Old Town,DouglasCleverWarthen,water,flood
2020-04-08 11:15:00,East Parton,Angelica2019Hamiel,power,power
2020-04-08 11:16:00,Southton,Evelyn_DavisFish75,transport,bridge
2020-04-08 11:16:00,Downtown,FleetWilliamsCandy1967,transport,transportation
2020-04-08 11:16:00,Downtown,FleetWilliamsCandy1967,transport,highway
2020-04-08 11:17:00,Southton,Eugene2008Talbott,water,water
2020-04-08 11:17:00,Northwest,FastMichaelCar,transport,bridge
2020-04-08 11:17:00,Chapparal,CuriousOIcecream17,transport,transportation
2020-04-08 11:17:00,Chapparal,CuriousOIcecream17,transport,highway
2020-04-08 11:18:00,Southton,AttentativePenaBread50,rescue,fire
2020-04-08 11:18:00,Northwest,CAttentativeS,transport,bridge
2020-04-08 11:18:00,Cheddarford,Baldwin52,transport,bridge
2020-04-08 11:20:00,Southton,WatchesThomasBird,transport,bridge
2020-04-08 11:21:00,West Parton,FamousJosephCandy,transport,transportation
2020-04-08 11:21:00,West Parton,FamousJosephCandy,transport,highway
2020-04-08 11:21:00,Weston,DarkDallasIcecream,rescue,fire
2020-04-08 11:21:00,Weston,DarkDallasIcecream,rescue,fire
2020-04-08 11:21:00,Weston,DarkDallasIcecream,water,water
2020-04-08 11:23:00,Southton,Wilbur1994B,rescue,fire
2020-04-08 11:23:00,Southton,JoyceWhale1979,transport,bridge
2020-04-08 11:24:00,Terrapin Springs,Jeffrey83Rodriguez,water,water
2020-04-08 11:24:00,Cheddarford,FuriousRCar,transport,highway
2020-04-08 11:25:00,Safe Town,HoldsJeromeMouse,transport,bridge
2020-04-08 11:25:00,Broadview,LovesMarcusCat,water,water
2020-04-08 11:26:00,Downtown,Newman2005,quake,tremble
2020-04-08 11:26:00,West Parton,ObnoxiousMCandy,quake,earthquake
2020-04-08 11:27:00,Southton,SmartHoyBowl,transport,bridge
2020-04-08 11:27:00,Southton,AttentativeFCar,rescue,fire
2020-04-08 11:28:00,Southton,ObnoxiousIcecreamAnn,transport,highway
2020-04-08 11:28:00,Chapparal,ObnoxiousCandyMiller,rescue,rescue
2020-04-08 11:28:00,Old Town,HoldsJamesFish,power,power
2020-04-08 11:29:00,Weston,BusyJoHouse,transport,bridge
2020-04-08 11:29:00,West Parton,CuriousWBread25,transport,highway
2020-04-08 11:29:00,Palace Hills,BusyBowlDow,transport,transportation
2020-04-08 11:29:00,Palace Hills,BusyBowlDow,transport,highway
2020-04-08 11:30:00,Broadview,DarkHIcecream,transport,bridge
2020-04-08 11:31:00,Palace Hills,HoldsJustinCat,transport,bridge
2020-04-08 11:31:00,Cheddarford,HoldsAshleyBear,transport,bridge
2020-04-08 11:32:00,Palace Hills,RFleetMurphy,nuclear,nuclear
2020-04-08 11:32:00,Palace Hills,RFleetMurphy,nuclear,nuclear
2020-04-08 11:32:00,Palace Hills,RFleetMurphy,power,power
2020-04-08 11:32:00,West Parton,TallRCar,quake,earthquake
2020-04-08 11:32:00,West Parton,FearsChristine_FleisherBird,transport,road
2020-04-08 11:33:00,Weston,Brett77Duggan,quake,earthquake
2020-04-08 11:34:00,Weston,Sarah_Cloutier20,water,water
2020-04-08 11:34:00,Southton,GCandidTerry,transport,bridge
2020-04-08 11:34:00,Scenic Vista,SmartAlvaradoLight,water,flood
2020-04-08 11:34:00,Southton,CandidPlateMiles_Parrott,transport,bridge
2020-04-08 11:34:00,Downtown,GibsonOctopus28,transport,bridge
2020-04-08 11:35:00,Oak Willow,Howard_SirmonsHorse51,transport,bridge
2020-04-08 11:36:00,Southwest,Maria_Hanisch7,power,power
2020-04-08 11:36:00,Cheddarford,BBusyObeso,transport,bridge
2020-04-08 11:37:00,Southton,Dantzler1986,water,water
2020-04-08 11:37:00,Northwest,SCleverGraham,rescue,fire
2020-04-08 11:37:00,Old Town,FamousRCandy17,quake,earthquake
2020-04-08 11:38:00,Palace Hills,FearsMaud_SettersBear,transport,road
2020-04-08 11:38:00,Cheddarford,Irma2002Yang,quake,rubble
2020-04-08 11:38:00,West Parton,WileyPlateLupe_Cole,transport,bridge
2020-04-08 11:38:00,Easton,CleverKomulaIcecream40,transport,bridge
2020-04-08 11:39:00,Terrapin Springs,AttentativeHBowl,power,power
2020-04-08 11:39:00,Weston,RacesMichael_ReesBear,transport,bridge
2020-04-08 11:40:00,Weston,LazyPBread55,nuclear,nuclear
2020-04-08 11:40:00,Weston,LazyPBread55,power,power
2020-04-08 11:40:00,Oak Willow,CandidCarJoffrion,nuclear,nuclear
2020-04-08 11:40:00,Oak Willow,CandidCarJoffrion,power,power
2020-04-08 11:40:00,Oak Willow,CandidCarJoffrion,power,power
2020-04-08 11:40:00,Oak Willow,CandidCarJoffrion,water,water
2020-04-08 11:40:00,Oak Willow,CandidCarJoffrion,nuclear,nuclear
2020-04-08 11:41:00,Southton,TallDBanana,quake,earthquake
2020-04-08 11:41:00,Northwest,LazyLutherCar,nuclear,nuclear
2020-04-08 11:41:00,Northwest,LazyLutherCar,power,power
2020-04-08 11:41:00,Northwest,LazyLutherCar,nuclear,nuclear
2020-04-08 11:41:00,Northwest,LazyLutherCar,power,power
2020-04-08 11:42:00,West Parton,FastACar87,quake,earthquake
2020-04-08 11:42:00,Palace Hills,Bruce_GuidottiFish1982,quake,quiver
2020-04-08 11:44:00,Weston,Brenda97,quake,disaster
2020-04-08 11:44:00,Weston,Brenda97,shelter,shelter
2020-04-08 11:44:00,Weston,AttentativeDavidBread,transport,bridge
2020-04-08 11:44:00,Northwest,AttentativeGilesPlate,quake,earthquake
2020-04-08 11:44:00,Southton,TallSouthwardCandy30,rescue,rescue
2020-04-08 11:44:00,Safe Town,BGuapoHudson,nuclear,nuclear
2020-04-08 11:44:00,Safe Town,BGuapoHudson,power,power
2020-04-08 11:45:00,<Location with-held due to contract>,WileyMccardleCar50,power,power
2020-04-08 11:45:00,<Location with-held due to contract>,WileyMccardleCar50,volunteer,crew
2020-04-08 11:45:00,<Location with-held due to contract>,WileyMccardleCar50,power,power
2020-04-08 11:45:00,Weston,Lamison2012,transport,highway
2020-04-08 11:46:00,Palace Hills,ObnoxiousOHouse,rescue,rescue
2020-04-08 11:46:00,Palace Hills,ObnoxiousOHouse,food,food
2020-04-08 11:46:00,Palace Hills,ObnoxiousOHouse,water,water
2020-04-08 11:48:00,Southton,JAttentativeM,quake,disaster
2020-04-08 11:48:00,Southton,JAttentativeM,shelter,shelter
2020-04-08 11:48:00,Old Town,CuriousCrystalHouse,transport,road
2020-04-08 11:49:00,Weston,BusyBIcecream39,quake,earthquake
2020-04-08 11:50:00,Palace Hills,LazyAPlate,shelter,shelter
2020-04-08 11:50:00,Palace Hills,LazyAPlate,power,power
2020-04-08 11:52:00,Oak Willow,S1978Huston,transport,bridge
2020-04-08 11:53:00,Northwest,FamousCarSharon_Warren,quake,earthquake
2020-04-08 11:54:00,Scenic Vista,GuapoWCouch,quake,earthquake
2020-04-08 11:55:00,Weston,LovesDavidDog,nuclear,nuclear
2020-04-08 11:55:00,Weston,LovesDavidDog,power,power
2020-04-08 11:55:00,Northwest,FearsJeffrey_WoodsOctopus,quake,earthquake
2020-04-08 11:56:00,Downtown,LazyJBread,quake,earthquake
2020-04-08 11:56:00,Palace Hills,MaryCleverBeal,transport,road
2020-04-08 11:56:00,Downtown,AttentativePBread32,medical,die
2020-04-08 11:57:00,Scenic Vista,RAttentativeW,quake,disaster
2020-04-08 11:57:00,Scenic Vista,RAttentativeW,shelter,shelter
2020-04-08 11:57:00,Palace Hills,David_MannWhale1955,rescue,rescue
2020-04-08 11:58:00,Weston,AnnetteMouse1955,rescue,rescue
2020-04-08 11:58:00,Weston,AnnetteMouse1955,food,food
2020-04-08 11:58:00,Weston,AnnetteMouse1955,water,water
2020-04-08 12:00:00,Scenic Vista,FastAdamCandy,transport,road
2020-04-08 12:00:00,Palace Hills,CuriousKHouse,power,power
2020-04-08 12:00:00,Palace Hills,CuriousKHouse,power,power
2020-04-08 12:00:00,Palace Hills,CuriousKHouse,power,outage
2020-04-08 12:02:00,Southton,CandidMartinLight19,transport,road
2020-04-08 12:03:00,Downtown,KramerLion81,quake,tremble
2020-04-08 12:04:00,Broadview,CandidTBread,water,water
2020-04-08 12:06:00,Terrapin Springs,LovesMoultonWhale,quake,disaster
2020-04-08 12:06:00,Terrapin Springs,LovesMoultonWhale,shelter,shelter
2020-04-08 12:06:00,East Parton,Victor2004Revis,rescue,rescue
2020-04-08 12:06:00,East Parton,Victor2004Revis,food,food
2020-04-08 12:06:00,East Parton,Victor2004Revis,water,water
2020-04-08 12:07:00,Cheddarford,Josefina_AllisonMouse1982,water,water
2020-04-08 12:07:00,Palace Hills,Janice1963,quake,disaster
2020-04-08 12:07:00,Broadview,Betty2004,power,power
2020-04-08 12:07:00,Broadview,Betty2004,power,power
2020-04-08 12:07:00,Broadview,Betty2004,power,outage
2020-04-08 12:08:00,Palace Hills,CleverSalibaBowl,rescue,rescue
2020-04-08 12:08:00,Palace Hills,CleverSalibaBowl,food,food
2020-04-08 12:08:00,Palace Hills,CleverSalibaBowl,water,water
2020-04-08 12:09:00,Palace Hills,HoldsJustinCat,nuclear,nuclear
2020-04-08 12:09:00,Palace Hills,HoldsJustinCat,power,power
2020-04-08 12:09:00,Palace Hills,HoldsJustinCat,water,water
2020-04-08 12:10:00,Oak Willow,CleverJoanBowl,power,power
2020-04-08 12:10:00,Oak Willow,CleverJoanBowl,nuclear,radiation
2020-04-08 12:10:00,<Location with-held due to contract>,RayDog1978,transport,bridge
2020-04-08 12:10:00,<Location with-held due to contract>,RayDog1978,transport,bridge
2020-04-08 12:10:00,Downtown,FamousGibsonBowl82,rescue,rescue
2020-04-08 12:10:00,Downtown,FamousGibsonBowl82,food,food
2020-04-08 12:10:00,Downtown,FamousGibsonBowl82,water,water
2020-04-08 12:11:00,Weston,Wilkins1976,power,power
2020-04-08 12:11:00,Downtown,Mitchell2002,rescue,rescue
2020-04-08 12:11:00,Downtown,Mitchell2002,food,food
2020-04-08 12:11:00,Downtown,Mitchell2002,water,water
2020-04-08 12:11:00,Easton,DarkBowlSherman_Marlow,medical,ambulance
2020-04-08 12:12:00,Palace Hills,SheltonBear1968,quake,vibrate
2020-04-08 12:13:00,Pepper Mill,DarkHrabalHouse,rescue,rescue
2020-04-08 12:13:00,Pepper Mill,DarkHrabalHouse,food,food
2020-04-08 12:13:00,Pepper Mill,DarkHrabalHouse,water,water
2020-04-08 12:14:00,West Parton,HelenFleetHayden,quake,earthquake
2020-04-08 12:15:00,<Location with-held due to contract>,CandidUzielCouch1967,rescue,fire
2020-04-08 12:15:00,<Location with-held due to contract>,CandidUzielCouch1967,shelter,collapsed
2020-04-08 12:16:00,Southton,CleverMBowl,quake,shake
2020-04-08 12:16:00,East Parton,CleverSaxonHouse43,nuclear,nuclear
2020-04-08 12:18:00,Scenic Vista,CleverIcecreamPatricia_Tarango,power,power
2020-04-08 12:19:00,Cheddarford,CleverCouchKathy,rescue,rescue
2020-04-08 12:19:00,Cheddarford,CleverCouchKathy,food,food
2020-04-08 12:19:00,Cheddarford,CleverCouchKathy,water,water
2020-04-08 12:19:00,Old Town,Bryan_Brown1993,power,power
2020-04-08 12:21:00,Southwest,LovesGuglerOctopus,quake,shudder
2020-04-08 12:21:00,West Parton,FuriousALight31,nuclear,nuclear
2020-04-08 12:22:00,Southton,TracyCleverJ,power,power
2020-04-08 12:22:00,Southton,TracyCleverJ,volunteer,crew
2020-04-08 12:22:00,Southton,TracyCleverJ,power,power
2020-04-08 12:22:00,Scenic Vista,AttentativeAPlate1991,power,power
2020-04-08 12:22:00,Scenic Vista,CandidBrendaBread,rescue,rescue
2020-04-08 12:22:00,Scenic Vista,CandidBrendaBread,food,food
2020-04-08 12:22:00,Scenic Vista,CandidBrendaBread,water,water
2020-04-08 12:23:00,Weston,GuapoLewandowskiHouse1996,rescue,rescue
2020-04-08 12:23:00,Weston,GuapoLewandowskiHouse1996,food,food
2020-04-08 12:23:00,Weston,GuapoLewandowskiHouse1996,water,water
2020-04-08 12:23:00,Easton,GuapoBallouLight,power,power
2020-04-08 12:23:00,Easton,GuapoBallouLight,nuclear,radiation
2020-04-08 12:24:00,Palace Hills,HoldsKareem_SanchezBear,rescue,rescue
2020-04-08 12:24:00,Palace Hills,HoldsKareem_SanchezBear,food,food
2020-04-08 12:24:00,Palace Hills,HoldsKareem_SanchezBear,water,water
2020-04-08 12:25:00,Cheddarford,LazyPCouch1986,volunteer,crew
2020-04-08 12:25:00,Downtown,LovesWilsonHorse,quake,disaster
2020-04-08 12:25:00,Downtown,LovesWilsonHorse,shelter,shelter
2020-04-08 12:26:00,Broadview,KimberlyFleetWillis,transport,bridge
2020-04-08 12:26:00,Broadview,KimberlyFleetWillis,transport,bridge
2020-04-08 12:26:00,Palace Hills,Wesley_RodriguezLion1969,nuclear,radiation
2020-04-08 12:27:00,Downtown,WileyMccombsLight,power,power
2020-04-08 12:27:00,Downtown,WileyMccombsLight,nuclear,radiation
2020-04-08 12:28:00,Palace Hills,SmartFIcecream,gas,gas
2020-04-08 12:28:00,Palace Hills,SmartFIcecream,power,power
2020-04-08 12:28:00,Old Town,WatchesHarrisonMouse,water,sewer
2020-04-08 12:28:00,Old Town,WatchesHarrisonMouse,water,sewage
2020-04-08 12:30:00,Downtown,EmergencyManager,quake,earthquake
2020-04-08 12:30:00,Downtown,SmartJorgensenBowl48,food,food
2020-04-08 12:30:00,Terrapin Springs,AyersBear17,transport,bridge
2020-04-08 12:30:00,Terrapin Springs,AyersBear17,transport,bridge
2020-04-08 12:30:00,Weston,FastMCandy,quake,shudder
2020-04-08 12:30:00,Downtown,Dianne29Dalbec,nuclear,nuclear
2020-04-08 12:30:00,Downtown,Dianne29Dalbec,power,power
2020-04-08 12:31:00,Palace Hills,Sarah51Chan,power,communication
2020-04-08 12:31:00,Oak Willow,SmartNewmanBread,transport,bridge
2020-04-08 12:31:00,Oak Willow,SmartNewmanBread,transport,bridge
2020-04-08 12:31:00,Pepper Mill,FamousPlateBrandy_Dismuke,power,power
2020-04-08 12:31:00,Pepper Mill,FamousPlateBrandy_Dismuke,volunteer,crew
2020-04-08 12:31:00,Pepper Mill,FamousPlateBrandy_Dismuke,power,power
