time,water,power,transport,medical,building,shake,location
3460,6,7,7,0,5,4,14
3460,5,7,7,0,6,4,14
3460,5,7,7,0,5,4,14
3460,7,7,8,0,4,4,14
3460,6,6,8,0,7,4,14
3460,6,7,8,0,4,4,14
3460,6,5,8,0,4,4,14
3460,6,7,7,0,5,4,14
3460,5,6,7,0,5,4,14
3460,7,7,7,0,5,4,14
3460,6,7,7,0,5,5,14
3460,5,7,7,0,4,4,14
3460,6,6,6,0,6,4,14
3460,6,7,8,0,5,4,14
3460,6,7,7,0,5,4,14
3460,6,6,6,0,4,3,14
3460,5,7,8,0,5,4,14
3460,6,6,8,0,4,4,14
3460,6,6,8,0,5,4,14
3460,6,7,8,0,5,5,14
3460,5,6,7,0,5,5,14
3460,7,7,8,0,6,4,14
3460,7,6,6,0,6,5,14
3460,5,8,7,0,4,4,14
3460,5,8,6,0,5,4,14
3460,6,7,7,0,6,4,14
3460,7,7,8,0,5,4,14
3460,5,5,7,0,6,4,14
3460,6,7,7,0,5,6,14
3460,6,7,7,0,5,3,14
3460,6,7,7,0,6,4,14
3460,7,9,9,0,5,4,14
3460,5,8,7,0,5,5,14
3460,7,6,9,0,4,4,14
3460,5,7,7,0,5,4,14
3460,6,6,6,0,5,4,14
3460,6,8,7,0,4,5,14
3460,6,7,7,0,6,3,14
3460,7,7,8,0,7,4,14
3460,7,6,7,0,5,4,14
3460,5,8,8,0,6,5,14
3460,5,7,7,0,5,4,14
3460,6,6,7,0,5,5,14
3460,6,6,6,0,5,4,14
3460,6,7,7,0,5,3,14
3460,6,8,8,0,5,4,14
3460,7,6,8,0,5,4,14
3460,6,7,7,0,5,5,14
3460,5,6,8,0,4,5,14
3460,6,6,6,0,7,3,14
3460,5,7,7,0,5,4,14
3460,8,7,7,0,6,5,14
3460,6,8,8,0,4,4,14
3460,5,7,8,0,4,4,14
3460,6,7,6,10,5,3,14
3460,6,8,6,0,5,4,14
3460,5,7,7,0,5,4,14
3460,6,7,7,0,5,5,14
3460,7,7,7,0,5,5,14
3460,7,7,6,0,5,4,14
3460,5,6,8,0,3,5,14
3460,5,8,8,0,6,3,14
3460,5,7,7,0,6,3,14
3460,6,8,7,0,4,4,14
3460,5,5,6,0,5,3,14
3460,5,7,6,0,5,5,14
3460,7,6,7,0,5,4,14
3460,6,7,7,0,5,4,14
3460,5,8,6,0,5,4,14
3460,7,7,7,0,6,4,14
3460,6,8,8,0,5,4,14
3460,6,7,7,0,5,5,14
3460,5,7,7,0,6,4,14
3460,6,7,7,0,5,4,14
3460,6,8,8,0,5,5,14
3460,6,7,7,0,6,3,14
3460,5,7,6,0,4,4,14
3460,5,7,6,0,5,3,14
3460,7,7,7,0,5,4,14
3460,6,8,5,0,5,4,14
3460,3,3,3,0,3,4,15
3460,4,3,2,0,2,3,15
3460,3,3,1,0,2,3,15
3460,3,4,2,0,2,3,15
3460,3,3,2,0,3,2,15
3460,4,3,4,0,3,2,15
3460,2,3,4,0,3,4,15
3460,3,3,3,0,2,3,15
3460,4,3,3,0,1,2,15
3460,3,3,4,0,2,3,15
3460,3,3,2,0,3,3,15
3460,3,3,3,0,3,3,15
3460,4,4,3,0,3,3,15
3460,2,3,3,10,1,3,15
3460,4,3,3,0,3,3,15
3460,3,3,2,0,1,5,15
3460,4,3,3,0,3,3,15
3460,3,3,2,0,2,3,15
3460,3,3,3,0,3,3,15
3460,3,3,3,0,1,3,15
3460,4,3,3,0,1,4,15
3460,1,3,4,0,3,3,15
3460,3,2,3,0,3,3,15
3460,4,3,3,0,2,2,15
3460,3,2,2,0,1,4,15
3460,3,3,4,0,2,3,15
3460,2,3,3,0,2,4,15
3460,2,2,3,0,3,3,15
3460,3,4,2,0,1,3,15
3460,4,3,4,0,2,3,15
3460,3,3,2,0,2,2,15
3460,1,3,4,0,2,3,15
3460,3,3,3,0,3,2,15
3460,2,4,3,0,1,4,15
3460,4,3,3,0,1,3,15
3460,3,4,2,0,2,3,15
3460,2,4,2,0,2,3,15
3460,4,4,4,0,1,3,15
3460,2,3,3,0,2,2,15
3460,3,4,3,0,2,3,15
3460,3,3,2,0,0,2,15
3460,2,3,3,0,3,2,15
3460,2,2,3,0,3,3,15
3460,3,3,3,0,2,2,15
3460,2,3,3,0,2,4,15
3460,3,3,3,0,2,3,15
3460,3,3,3,0,2,3,15
3460,3,4,3,0,2,2,15
3460,3,1,3,0,2,4,15
3460,2,3,3,0,2,4,15
3460,3,3,4,0,2,3,15
3460,3,4,2,0,1,3,15
3460,4,3,4,0,3,3,15
3460,4,3,3,0,1,3,15
3460,2,3,2,0,2,3,15
3460,3,2,3,0,1,4,15
3460,3,3,4,0,2,4,15
3460,4,3,3,0,2,4,15
3460,2,2,2,0,3,3,15
3460,4,4,3,0,2,4,15
3460,2,2,3,0,1,2,15
3460,2,2,2,0,2,3,15
3460,3,2,2,0,3,4,15
3460,2,2,1,3,1,3,16
3460,2,1,2,2,2,2,16
3460,3,3,1,3,1,3,16
3460,3,3,2,2,1,1,16
3460,2,2,1,2,1,2,16
3460,2,3,3,2,0,2,16
3460,1,3,3,2,1,2,16
3460,2,1,2,2,1,3,16
3460,1,2,1,1,2,1,16
3460,3,2,2,2,1,1,16
3460,1,7,5,0,3,3,17
3460,1,7,7,0,4,2,17
3460,1,7,6,0,2,2,17
3460,2,7,5,0,3,2,17
3460,1,6,7,0,5,2,17
3460,1,6,6,0,3,1,17
3460,1,8,6,0,3,2,17
3460,0,6,6,0,3,3,17
3460,0,7,6,0,4,1,17
3460,1,6,5,0,3,3,17
3460,1,7,5,0,3,1,17
3460,0,8,7,0,3,4,17
3460,2,6,7,0,2,2,17
3460,1,7,6,0,3,3,17
3460,2,6,6,0,3,2,17
3460,0,7,5,0,2,2,17
3460,1,7,5,0,3,2,17
3460,2,7,5,0,3,2,17
3460,2,7,6,0,4,1,17
3460,1,7,7,0,2,3,17
3460,2,7,7,0,3,2,17
3460,0,8,7,0,3,1,17
3460,0,7,6,0,1,1,17
3460,1,8,7,7,3,1,17
3460,0,7,6,0,4,1,17
3460,1,8,6,0,4,2,17
3460,1,8,5,0,3,2,17
3460,0,7,4,0,2,2,17
3460,3,8,4,0,5,4,18
3460,4,8,3,0,5,4,18
3460,4,7,5,0,6,5,18
3460,3,6,3,0,5,3,18
3460,3,7,5,0,5,2,18
3460,3,7,5,0,4,4,18
3460,4,7,4,0,3,4,18
3460,4,7,3,0,4,5,18
3460,3,7,4,0,4,5,18
3460,2,7,3,0,6,3,18
3460,3,8,4,0,4,4,18
3460,3,8,4,0,5,4,18
3460,4,7,3,0,4,5,18
3460,2,7,3,0,5,4,18
3460,3,7,4,0,4,3,18
3460,3,6,4,0,5,4,18
3460,3,8,3,0,4,4,18
3460,2,8,5,0,5,5,18
3460,3,7,4,0,5,4,18
3460,3,6,4,0,5,4,18
3460,3,7,4,0,6,4,18
3460,2,6,4,0,5,4,18
3460,3,7,5,0,5,3,18
3460,3,7,6,0,5,3,18
3460,4,7,4,0,6,3,18
3460,4,7,5,0,5,4,18
3460,3,8,5,0,4,4,18
3460,4,6,4,0,5,5,18
3460,3,7,2,0,5,3,18
3460,3,7,4,0,5,5,18
3460,4,6,5,0,5,4,18
3460,3,7,4,0,5,4,18
3460,4,7,4,0,6,5,18
3460,4,7,4,0,6,5,18
3460,4,8,3,0,4,4,18
3460,4,7,3,0,5,4,18
3460,3,7,5,0,6,4,18
3460,4,8,3,0,5,5,18
3460,4,6,4,0,5,4,18
3460,3,8,4,0,6,4,18
3460,3,7,4,0,4,4,18
3460,4,6,4,0,6,4,18
3460,2,7,4,0,5,6,18
3460,3,8,4,0,5,4,18
3460,4,7,5,0,5,5,18
3460,4,7,4,0,6,4,18
3460,2,8,4,0,5,4,18
3460,2,8,4,0,6,4,18
3460,3,7,4,0,4,3,18
3460,3,7,4,0,5,5,18
3460,3,6,3,0,6,3,18
3460,3,8,5,0,5,4,18
3460,3,8,3,2,4,5,18
3460,4,6,3,0,6,3,18
3460,4,7,3,0,5,4,18
3460,3,7,3,0,5,3,18
3460,3,8,4,0,4,3,18
3460,4,7,5,0,4,4,18
3460,3,7,5,0,5,4,18
3460,4,7,3,0,4,5,18
3460,3,6,5,0,6,5,18
3460,2,6,5,0,6,5,18
3460,3,7,4,0,6,4,18
3460,3,7,3,0,5,5,18
3460,4,7,4,0,6,5,18
3460,3,7,4,0,5,4,18
3460,3,7,5,0,5,4,18
3460,3,6,3,0,6,4,18
3460,3,6,4,0,5,5,18
3460,3,7,4,0,6,3,18
3460,3,7,3,0,5,3,18
3460,2,7,4,0,5,4,18
3460,3,8,4,0,5,5,18
3460,3,6,4,0,6,4,18
3460,2,5,4,0,4,5,18
3460,2,5,4,0,4,3,18
3460,4,6,4,0,4,4,18
3460,3,7,4,0,5,4,18
3460,3,8,3,0,5,3,18
3460,3,7,2,0,6,4,18
3460,3,7,3,0,5,3,18
3460,2,6,4,0,6,4,18
3460,3,7,4,0,6,3,18
3460,4,7,4,0,6,3,18
3460,4,6,4,0,3,4,18
3460,4,7,4,0,5,4,18
3460,3,8,3,0,3,4,18
3460,2,7,3,0,6,5,18
3460,3,7,4,0,3,5,18
3460,2,6,4,0,5,4,18
3460,3,7,4,0,6,3,18
3460,2,2,2,0,3,2,19
3460,1,2,1,0,4,4,19
3460,2,2,2,0,3,3,19
3460,0,1,1,0,2,2,19
3460,1,1,3,0,4,2,19
3460,0,2,1,0,3,2,19
3460,1,2,2,0,2,3,19
3460,1,2,4,0,3,3,19
3460,1,3,1,0,2,2,19
3460,2,2,2,0,1,3,19
3460,0,3,2,0,3,2,19
3460,1,2,2,0,3,3,19
3460,1,2,2,0,3,3,19
3460,1,2,1,0,4,3,19
3460,1,2,1,0,3,4,19
3460,0,2,2,0,2,4,19
3460,7,9,6,7,8,0,1
3460,8,8,7,8,8,0,1
3460,8,9,6,8,8,0,1
3460,8,10,5,8,9,0,1
3460,7,9,8,6,8,0,1
3460,7,10,4,7,8,0,1
3460,9,9,6,7,8,0,1
3460,9,8,6,6,8,0,1
3460,10,9,6,6,8,0,1
3460,8,9,4,6,9,0,1
3460,8,10,6,8,7,0,1
3460,8,8,6,7,9,0,1
3460,7,10,6,7,7,0,1
3460,9,9,5,8,9,0,1
3460,8,8,6,7,8,0,1
3460,8,9,6,8,8,0,1
3460,8,9,6,6,7,0,1
3460,9,8,6,8,8,0,1
3460,7,9,5,8,8,0,1
3460,8,9,8,7,8,0,1
3460,7,9,6,7,8,0,1
3460,8,10,6,7,9,0,1
3460,4,4,5,0,6,0,13
3460,6,5,4,0,6,0,13
3460,5,6,5,0,7,0,13
3460,4,4,5,0,3,0,13
3460,5,5,5,5,4,0,16
3460,4,6,6,4,3,0,16
3460,5,4,4,5,4,0,16
3460,5,6,5,5,3,0,16
3460,5,4,5,4,4,0,16
3460,6,7,5,5,4,0,16
3460,5,3,5,6,3,0,16
3460,5,4,6,5,4,0,16
3460,5,6,4,4,4,0,16
3460,4,5,4,5,4,0,16
3460,4,6,5,4,2,0,16
3460,5,5,5,5,3,0,16
3460,5,6,5,5,4,0,16
3460,5,5,5,4,5,0,16
3460,5,5,5,4,4,0,16
3460,6,5,4,0,4,2,4
3460,8,5,5,0,4,4,4
3460,8,5,6,0,4,3,4
3460,6,5,4,0,3,2,4
3460,5,5,4,0,5,4,4
3460,6,5,5,0,5,3,4
3460,6,4,5,0,4,4,4
3460,6,4,5,0,5,3,4
3460,5,5,5,0,4,3,4
3460,6,5,5,0,4,3,4
3460,6,4,5,3,4,3,4
3460,6,5,5,0,4,3,4
3460,6,4,5,0,4,3,4
3460,7,6,4,5,3,3,4
3460,6,4,6,0,4,2,4
3460,5,5,5,0,4,2,4
3460,6,4,5,0,4,2,4
3460,7,6,5,0,4,4,4
3460,6,5,4,0,6,3,4
3465,7,9,4,0,8,0,2
3465,6,8,10,0,2,0,2
3465,4,3,3,7,10,0,6
3465,9,4,5,0,0,0,8
3465,10,10,10,10,5,0,9
3465,2,8,7,6,10,0,9
3465,8,10,6,0,2,0,14
3465,3,3,9,0,1,0,14
3465,6,5,4,0,8,0,19
3465,1,1,3,2,2,2,1
3465,2,2,3,3,2,0,1
3465,1,1,4,2,2,0,1
3465,2,1,5,3,1,0,1
3465,2,2,4,3,2,1,1
3465,3,1,4,3,3,2,1
3465,2,1,3,3,1,1,1
3465,1,0,5,2,1,1,1
3465,3,0,4,2,1,0,1
3465,2,0,4,2,3,0,1
3465,1,1,5,4,1,0,1
3465,3,1,4,2,1,0,1
3465,3,1,5,2,1,1,1
3465,2,0,5,3,2,1,1
3465,2,0,5,3,3,0,1
3465,2,2,5,2,1,1,1
3465,2,4,7,0,0,3,2
3465,2,5,5,0,2,2,2
3465,3,3,5,0,1,2,2
3465,3,5,7,0,1,1,2
3465,2,3,5,0,2,1,2
3465,3,4,6,0,0,2,2
3465,1,5,5,0,1,2,2
3465,3,4,5,0,1,2,2
3465,2,5,6,0,0,2,2
3465,3,4,6,0,2,3,2
3465,2,4,3,0,1,3,2
3465,2,4,3,0,1,1,2
3465,4,3,6,0,1,1,2
3465,5,4,4,0,1,3,2
3465,3,3,5,0,1,2,2
3465,3,4,5,0,1,1,2
3465,2,5,5,0,0,1,2
3465,3,4,4,0,1,1,2
3465,4,4,5,0,2,2,2
3465,3,3,4,0,0,1,2
3465,4,3,5,0,2,0,2
3465,3,4,4,0,0,2,2
3465,3,4,5,0,3,3,2
3465,4,4,5,0,1,2,2
3465,3,3,4,0,1,1,2
3465,3,4,5,0,1,2,2
3465,2,3,7,0,0,1,2
3465,3,5,6,0,1,2,2
3465,2,3,5,4,1,2,2
3465,2,5,6,0,1,3,2
3465,4,2,5,0,1,1,2
3465,2,4,4,0,1,2,2
3465,3,5,4,0,0,2,2
3465,3,3,5,0,0,3,2
3465,4,4,4,0,2,1,2
3465,2,3,5,0,2,2,2
3465,4,3,2,0,2,2,2
3465,2,4,5,0,0,1,2
3465,2,4,5,0,0,3,2
3465,2,4,5,0,2,2,2
3465,3,4,4,0,2,2,2
3465,4,4,5,0,1,2,2
3465,3,3,6,0,0,2,2
3465,3,4,5,0,0,3,2
3465,3,4,6,0,1,3,2
3465,3,4,5,0,2,2,2
3465,3,4,7,0,1,1,2
3465,2,4,6,0,0,1,2
3465,3,3,5,0,1,3,2
3465,4,4,6,0,1,2,2
3465,3,4,3,0,1,2,2
3465,3,5,4,0,0,2,2
3465,3,4,5,0,0,3,2
3465,3,4,5,0,1,3,2
3465,4,3,5,0,1,2,2
3465,4,5,4,0,2,2,2
3465,2,4,5,0,1,2,2
3465,3,4,6,0,1,2,2
3465,4,6,6,0,2,3,2
3465,4,4,5,0,1,2,2
3465,2,3,4,0,1,3,2
3465,4,5,5,0,1,1,2
3465,2,3,5,0,2,2,2
3465,3,4,5,0,1,2,2
3465,2,5,4,0,2,2,2
3465,5,4,6,0,0,2,2
3465,3,4,7,0,2,1,2
3465,3,3,4,0,0,2,2
3465,2,4,7,0,1,0,2
3465,2,5,5,0,2,3,2
3465,3,3,5,0,2,3,2
3465,3,4,5,0,1,3,2
3465,4,4,5,0,1,2,2
3465,3,3,6,0,1,3,2
3465,3,4,4,0,2,3,2
3465,3,3,6,0,1,2,2
3465,3,5,4,0,1,2,2
3465,4,3,5,0,0,2,2
3465,2,4,5,0,2,2,2
3465,3,4,6,0,1,2,2
3465,5,4,6,0,0,2,2
3465,3,4,5,0,1,1,2
3465,4,3,6,0,2,2,2
3465,2,5,4,0,2,2,2
3465,3,5,5,0,0,2,2
3465,3,3,6,0,1,3,2
3465,4,3,4,0,2,6,4
3465,2,4,3,0,2,7,4
3465,4,2,3,0,4,7,4
3465,4,4,1,0,2,5,4
3465,4,2,3,0,3,5,4
3465,4,2,2,0,2,5,4
3465,5,4,2,0,3,6,4
3465,4,5,2,0,1,6,4
3465,4,3,4,0,2,6,4
3465,5,3,3,0,3,5,4
3465,3,2,2,0,2,6,4
3465,5,3,3,0,1,5,4
3465,4,2,4,0,2,6,4
3465,4,2,3,0,3,6,4
3465,5,2,4,0,1,8,4
3465,5,4,4,0,2,5,4
3465,3,1,3,0,1,6,4
3465,4,4,3,0,3,6,4
3465,5,2,2,0,2,6,4
3465,3,3,3,0,3,7,4
3465,6,4,3,0,3,6,4
3465,5,3,2,0,1,6,4
3465,4,3,4,0,2,6,4
3465,4,4,4,0,1,5,4
3465,4,3,4,0,3,6,4
3465,5,3,4,0,3,5,4
3465,3,4,3,1,2,2,5
3465,5,7,5,0,3,1,5
3465,4,6,4,1,3,2,5
3465,3,6,3,1,3,1,5
3465,4,5,4,2,4,0,5
3465,3,7,5,0,3,1,5
3465,4,5,4,1,3,0,5
3465,5,5,4,2,4,0,5
3465,4,8,4,1,2,3,5
3465,4,7,3,1,3,2,5
3465,4,7,4,1,3,1,5
3465,5,6,5,1,2,1,5
3465,4,5,4,0,3,1,5
3465,4,6,4,1,3,0,5
3465,4,6,2,0,2,0,5
3465,3,6,5,2,4,0,5
3465,3,1,3,1,2,2,6
3465,2,2,0,1,3,2,6
3465,2,3,1,1,2,2,6
3465,2,1,2,1,2,2,6
3465,2,2,3,1,3,1,6
3465,2,2,2,2,2,2,6
3465,3,2,2,2,3,1,6
3465,2,2,2,3,3,1,6
3465,1,2,1,1,2,2,6
3465,2,1,2,1,3,3,6
3465,2,1,2,1,1,3,6
3465,1,3,2,2,3,1,6
3465,2,2,2,2,2,1,6
3465,0,2,2,2,1,2,6
3465,3,1,2,1,2,2,6
3465,2,2,2,2,3,1,6
3465,0,7,6,0,0,5,7
3465,0,7,6,0,0,5,7
3465,0,7,6,0,0,6,7
3465,0,8,7,0,0,5,7
3465,0,9,6,0,0,6,7
3465,0,7,7,0,0,5,7
3465,7,7,8,0,4,3,8
3465,6,5,6,0,6,2,8
3465,9,7,7,0,4,3,8
3465,6,7,6,0,5,2,8
3465,6,8,6,0,6,2,8
3465,8,6,7,1,5,3,8
3465,6,8,7,0,6,2,8
3465,6,8,6,7,5,2,8
3465,5,6,8,0,4,2,8
3465,8,7,7,0,5,2,8
3465,7,7,7,0,5,2,8
3465,7,6,6,0,5,1,8
3465,7,7,7,0,5,1,8
3465,8,7,8,0,6,1,8
3465,9,6,6,0,5,3,8
3465,7,8,7,0,4,2,8
3465,8,7,6,0,6,2,8
3465,8,7,8,0,5,2,8
3465,8,7,6,0,6,3,8
3465,7,7,7,0,5,2,8
3465,7,8,8,0,6,3,8
3465,7,7,6,0,5,2,8
3465,8,6,8,0,4,3,8
3465,8,8,8,0,5,2,8
3465,6,7,7,0,3,2,8
3465,6,5,8,0,5,3,8
3465,6,6,7,0,5,3,8
3465,7,8,6,0,5,2,8
3465,7,8,7,0,6,1,8
3465,7,7,7,0,5,1,8
3465,7,8,8,0,6,3,8
3465,8,8,7,0,6,1,8
3465,8,7,8,0,5,3,8
3465,6,5,6,0,5,3,8
3465,6,6,6,0,6,1,8
3465,7,8,7,0,4,2,8
3465,6,7,7,0,4,2,8
3465,7,6,7,0,5,1,8
3465,8,7,6,0,6,1,8
3465,7,6,7,0,6,1,8
3465,7,7,8,0,4,2,8
3465,6,7,7,0,6,1,8
3465,7,7,7,0,5,3,8
3465,6,7,6,0,5,2,8
3465,7,8,8,0,5,3,8
3465,7,6,7,0,4,3,8
3465,8,8,6,0,4,2,8
3465,8,7,7,0,5,1,8
3465,8,8,8,0,6,1,8
3465,7,7,7,0,6,2,8
3465,7,6,7,0,6,3,8
3465,7,7,7,0,6,2,8
3465,7,5,7,0,6,2,8
3465,6,7,5,0,5,2,8
3465,6,8,7,0,5,1,8
3465,7,7,7,0,5,2,8
3465,8,8,7,0,6,2,8
3465,7,7,7,0,4,2,8
3465,8,7,7,0,5,2,8
3465,8,8,7,0,5,2,8
3465,7,7,6,0,4,2,8
3465,6,6,7,0,6,1,8
3465,7,7,7,0,6,1,8
3465,8,6,7,0,4,3,8
3465,6,6,7,0,5,3,8
3465,7,6,7,0,5,2,8
3465,7,7,6,0,5,2,8
3465,7,7,8,0,5,1,8
3465,7,8,8,0,5,1,8
3465,8,6,7,0,5,2,8
3465,8,7,7,0,7,3,8
3465,6,7,7,0,5,1,8
3465,7,7,7,0,5,2,8
3465,7,7,7,0,4,2,8
3465,9,7,7,0,6,2,8
3465,8,5,6,0,4,2,8
3465,6,7,7,0,5,2,8
3465,6,7,6,0,5,2,8
3465,7,7,7,0,4,3,8
3465,7,6,7,0,4,2,8
3465,7,7,6,0,5,2,8
3465,6,7,7,0,6,1,8
3465,7,7,7,0,5,2,8
3465,7,7,6,0,4,2,8
3465,6,7,7,0,6,2,8
3465,7,8,7,0,4,3,8
3465,7,6,8,0,5,3,8
3465,6,8,7,0,5,1,8
3465,7,8,7,0,5,1,8
3465,7,7,7,0,4,3,8
3465,7,7,7,8,6,2,8
3465,6,6,8,0,5,2,8
3465,6,7,6,0,5,2,8
3465,6,8,6,0,6,2,8
3465,6,6,7,0,4,2,8
3465,5,6,7,0,5,2,8
3465,7,7,9,0,5,2,8
3465,6,7,6,0,5,2,8
3465,6,8,7,0,5,2,8
3465,8,6,8,0,5,3,8
3465,8,8,7,0,5,3,8
3465,7,7,7,0,5,4,8
3465,7,7,7,0,5,3,8
3465,8,8,6,0,6,1,8
3465,5,9,7,0,5,1,8
3465,8,6,6,0,6,0,8
3465,8,8,8,0,5,2,8
3465,7,7,7,0,6,3,8
3465,8,6,7,0,5,2,8
3465,8,7,7,0,6,2,8
3465,6,6,7,0,5,1,8
3465,7,8,8,0,5,2,8
3465,8,8,7,0,5,1,8
3465,7,8,7,0,4,3,8
3465,7,6,7,0,5,1,8
3465,8,6,7,0,5,1,8
3465,6,7,6,0,5,3,8
3465,7,7,7,0,5,1,8
3465,7,7,7,0,6,2,8
3465,6,7,6,0,4,1,8
3465,6,7,6,0,4,1,8
3465,6,7,8,0,4,5,8
3465,7,7,8,0,4,2,8
3465,7,7,7,0,5,1,8
3465,8,6,6,0,5,1,8
3465,6,7,8,0,4,3,8
3465,6,7,8,0,6,3,8
3465,8,7,8,0,4,2,8
3465,6,8,8,0,5,3,8
3465,7,7,7,0,5,4,8
3465,7,9,7,0,5,2,8
3465,8,6,6,0,5,2,8
3465,7,6,7,0,5,2,8
3465,8,8,6,0,6,1,8
3465,7,8,7,0,6,2,8
3465,7,7,8,0,5,2,8
3465,8,7,7,0,4,1,8
3465,7,6,6,0,5,2,8
3465,6,7,7,0,7,2,8
3465,6,7,7,0,6,2,8
3465,9,7,7,0,6,2,8
3465,6,7,8,0,4,1,8
3465,7,7,6,0,5,2,8
3465,7,7,7,0,5,2,8
3465,7,6,7,0,6,2,8
3465,8,7,7,0,6,1,8
3465,6,8,8,0,5,3,8
3465,7,8,8,0,6,2,8
3465,7,7,6,0,4,2,8
3465,7,6,7,0,5,2,8
3465,7,7,7,0,6,2,8
3465,7,6,8,0,5,2,8
3465,7,9,7,0,5,2,8
3465,8,6,7,0,3,3,8
3465,8,6,7,0,5,2,8
3465,7,8,8,0,5,2,8
3465,7,7,7,0,4,3,8
3465,7,8,7,0,6,2,8
3465,8,7,7,0,5,3,8
3465,8,7,7,0,5,3,8
3465,7,7,7,0,4,1,8
3465,7,6,8,0,5,3,8
3465,6,6,6,0,4,2,8
3465,7,6,7,0,5,2,8
3465,8,7,7,0,5,1,8
3465,7,8,7,0,4,1,8
3465,7,7,8,0,4,1,8
3465,6,9,7,4,8,1,9
3465,7,7,8,5,6,1,9
3465,6,6,7,5,6,2,9
3465,7,7,7,4,7,1,9
3465,7,7,7,6,5,1,9
3465,7,8,7,5,6,2,9
3465,6,7,7,6,6,1,9
3465,7,6,6,5,7,1,9
3465,7,8,8,4,6,2,9
3465,7,7,7,5,5,2,9
3465,7,6,6,4,6,1,9
3465,7,7,7,4,6,0,9
3465,8,6,7,5,5,2,9
3465,7,6,8,4,6,1,9
3465,7,7,8,4,5,1,9
3465,6,7,8,6,6,2,9
3465,6,7,8,6,6,1,9
3465,7,7,7,6,6,2,9
3465,6,7,7,6,7,1,9
3465,8,7,6,6,6,0,9
3465,6,7,7,4,6,1,9
3465,8,6,7,5,6,2,9
3465,6,6,6,5,6,0,9
3465,6,7,8,6,6,1,9
3465,7,7,7,4,6,0,9
3465,8,8,6,5,6,0,9
3465,9,8,8,5,6,1,9
3465,7,8,6,3,6,2,9
3465,7,7,7,6,6,2,9
3465,7,8,7,5,5,0,9
3465,6,7,6,4,6,1,9
3465,7,7,7,5,7,2,9
3465,8,8,7,5,8,0,9
3465,6,6,6,6,7,0,9
3465,7,6,7,4,6,1,9
3465,8,7,6,5,6,1,9
3465,7,6,8,5,6,0,9
3465,8,6,8,6,6,2,9
3465,7,8,7,6,7,1,9
3465,6,7,7,5,6,1,9
3465,7,7,8,6,5,0,9
3465,6,6,7,4,7,1,9
3465,8,6,7,6,5,2,9
3465,6,7,7,5,6,1,9
3465,7,7,8,6,7,0,9
3465,6,7,7,5,5,1,9
3465,7,8,8,5,5,2,9
3465,7,8,7,7,6,1,9
3465,7,8,6,4,6,1,9
3465,6,6,8,5,5,1,9
3465,6,7,6,6,7,0,9
3465,8,8,6,6,5,1,9
3465,7,8,7,5,7,2,9
3465,6,7,7,4,7,2,9
3465,7,6,8,5,5,2,9
3465,7,7,7,5,5,2,9
3465,8,7,6,5,7,1,9
3465,6,7,6,7,5,1,9
3465,7,8,7,4,6,2,9
3465,7,7,8,7,6,1,9
3465,7,7,8,5,5,1,9
3465,7,7,8,5,7,0,9
3465,6,7,8,4,7,0,9
3465,7,8,7,5,6,1,9
3465,7,8,6,6,6,0,9
3465,8,8,8,5,6,1,9
3465,6,8,7,5,6,1,9
3465,7,8,7,5,7,2,9
3465,8,8,7,5,5,1,9
3465,7,8,7,6,5,1,9
3465,6,8,8,4,6,2,9
3465,7,6,6,5,7,1,9
3465,7,8,7,5,6,2,9
3465,7,7,6,5,8,2,9
3465,7,7,6,4,6,1,9
3465,7,6,6,6,6,1,9
3465,8,7,7,4,7,1,9
3465,3,5,4,0,4,5,12
3465,3,6,4,0,3,6,12
3465,3,6,5,0,4,5,12
3465,2,6,3,0,3,6,12
3465,4,6,4,0,4,4,12
3465,3,6,5,0,4,5,12
3465,4,7,4,0,2,6,12
3465,2,7,4,0,3,5,12
3465,4,6,4,0,4,6,12
3465,3,6,5,0,2,4,12
3465,4,6,4,0,3,5,12
3465,2,5,6,0,2,6,12
3465,2,5,5,0,3,4,12
3465,2,6,4,0,3,4,12
3465,3,6,4,0,2,5,12
3465,4,6,4,0,4,5,12
3465,2,5,5,0,2,5,12
3465,3,7,4,0,3,5,12
3465,2,6,3,0,3,5,12
3465,4,6,5,0,3,5,12
3465,2,6,4,0,3,7,12
3465,3,5,5,0,2,5,12
3465,2,7,4,0,3,4,12
3465,3,6,4,0,3,5,12
3465,2,6,3,0,4,5,12
3465,4,6,5,0,3,5,12
3465,3,6,3,0,3,4,12
3465,3,6,4,0,3,4,12
3465,3,7,3,0,3,4,12
3465,3,7,4,0,2,5,12
3465,2,6,4,0,4,5,12
3465,3,2,1,0,2,4,13
3465,2,1,3,0,2,5,13
3465,1,1,2,0,2,4,13
3465,2,3,2,0,2,4,13
3465,2,2,3,0,1,5,13
3465,2,2,1,0,2,4,13
3465,7,7,7,0,5,4,14
3465,6,7,7,0,6,4,14
3465,5,8,6,0,5,4,14
3465,6,6,6,0,5,4,14
3465,6,7,7,0,6,4,14
3465,6,7,7,0,5,4,14
3465,6,7,7,0,5,4,14
3465,6,8,6,0,6,4,14
3465,5,6,6,0,5,4,14
3465,6,6,7,0,6,3,14
3465,6,6,7,0,5,4,14
3465,6,7,7,0,6,3,14
3465,5,7,6,0,5,3,14
3465,6,8,6,0,5,4,14
3465,6,8,6,0,4,4,14
3465,6,7,6,0,5,5,14
3465,6,6,8,0,6,5,14
3465,6,7,6,0,5,3,14
