time,location,account,cluster,word
3703,8,Dorothy85M,transport,bridge
3703,15,James76G,water,water
3703,1,CTallRiggs,power,power
3703,4,RacesRosenLion,water,water
3703,12,CassieStones,water,sewer
3703,5,DarkCHouse41,water,water
3703,5,DarkCHouse41,water,sewer
3703,5,DarkCHouse41,water,water
3703,5,DarkCHouse41,water,sewer
3703,5,DarkCHouse41,water,water
3703,5,DarkCHouse41,water,water
3703,6,FuriousTLight,water,water
3703,6,AttentativeHarkeyHouse1974,water,sewage
3703,9,LovesDeborah_FoxLion,water,water
3704,2,SmartJamesIcecream,water,water
3704,5,WileyJamesCouch,transport,bridge
3704,1,Robert1952,nuclear,nuclear
3704,6,SteveWhale1998,transport,bridge
3704,2,LovesRuth_SchultWhale,water,sewer
3704,2,LovesRuth_SchultWhale,water,water
3704,15,ObnoxiousDianneCouch,water,water
3704,6,Andrea_RaglandBear1960,transport,bridge
3704,15,RunsKerry_CouchDog,gas,gas
3704,9,SmartFBowl12,water,water
3704,16,Linda_Cannon80,transport,highway
3704,1,WileySHouse,volunteer,volunteer
3704,1,WileySHouse,water,water
3704,1,WileySHouse,quake,earthquake
3704,8,ChloeJohnson,shelter,shelter
3704,8,ChloeJohnson,power,power
3704,5,Joseph4Wilson,transport,bridge
3704,14,CatLadyKylieCrane,water,sewer
3705,13,CuriousShannonPlate,power,power
3705,18,Peter27D,water,water
3705,15,Sarah_Cloutier20,water,water
3705,15,Sarah_Cloutier20,water,sewer
3705,15,Sarah_Cloutier20,water,water
3705,15,Sarah_Cloutier20,water,sewer
3705,15,Sarah_Cloutier20,water,water
3705,15,Sarah_Cloutier20,water,water
3705,1,Bruce_GuidottiFish1982,rescue,fire
3705,9,FamousIlaBanana,water,water
3705,11,GeorgeDog4,water,water
3705,6,AdministratorSophie,water,water
3705,6,JuliusOctopus56,power,power
3705,11,Francine_Martinson1994,power,power
3705,15,BerrierHorse80,water,sewer
3705,15,BerrierHorse80,water,water
3705,5,CuriousCandyMary_Perla,quake,quake
3705,8,FastObletonCar,medical,die
3705,2,WatchesJessicaBird,water,water
3706,9,IfOnly,power,power
3706,6,CuriousBallBread2019,transport,bridge
3706,2,HoldsGuillermo_LawtonHorse,water,water
3706,2,PartridgeOctopus1987,power,power
3706,8,Michelle_LoopMouse1983,transport,bridge
3706,6,FastECar,rescue,fire
3706,3,MargaretFastF,water,water
3706,3,MargaretFastF,food,food
3706,13,Betty1984,water,water
3706,6,TallEvelynCandy,power,electricity
3706,8,RunsHuntCat,nuclear,nuclear
3706,8,RunsHuntCat,power,power
3706,8,RunsHuntCat,water,water
3706,8,RunsHuntCat,nuclear,nuclear
3706,8,RunsHuntCat,power,power
3706,10,Monica87,water,water
3706,19,HoldsGonzalezWhale,transport,highway
3706,11,FamousRCandy,power,power
3706,18,PAttentativeJackson,water,water
3706,5,WileyHollinHouse1969,volunteer,volunteer
3706,5,WileyHollinHouse1969,water,water
3706,5,WileyHollinHouse1969,quake,earthquake
3706,3,OldTownHospital,water,flood
3707,6,LazyHouseJulie_Oharra,transport,highway
3707,13,Teresa8Hamiton,water,water
3707,15,CleverCandyBarbara_Nye,water,water
3707,15,CleverCandyBarbara_Nye,food,food
3707,15,LazyNewtonBowl,water,water
3707,16,FastBCar52,transport,bridge
3707,5,SmithBird1977,water,water
3707,5,SmithBird1977,water,sewer
3707,5,SmithBird1977,water,water
3707,5,SmithBird1977,water,sewer
3707,5,SmithBird1977,water,water
3707,5,SmithBird1977,water,water
3707,15,Cann1991,water,water
3707,15,RobinsonBear1980,volunteer,volunteer
3707,6,Winifred2011,water,water
3707,5,FuriousJBowl59,transport,road
3707,13,DerekNolan,quake,earthquake
3707,13,CleverCouchKathy,nuclear,nuclear
3707,13,CleverCouchKathy,power,power
3707,6,JWileyAlexander,water,water
3707,5,FastRBread,water,water
3707,17,AlmaDarkTucker,transport,bridge
3707,2,AttentativeTristanHouse,water,water
3707,12,LovesMichaelBird,transport,bridge
3707,11,Susan_JohnsonFish2018,water,water
3707,12,CassieStones,transport,bridge
3707,16,RacesArnoldOctopus,power,electricity
3708,1,DarkIcecreamEssie_Clyatt,water,water
3708,6,GuapoTerryBowl,power,power
3708,3,Jennifer_MedinaDog2012,nuclear,nuclear
3708,3,Jennifer_MedinaDog2012,power,power
3708,3,Jennifer_MedinaDog2012,nuclear,nuclear
3708,3,Jennifer_MedinaDog2012,power,power
3708,3,Jennifer_MedinaDog2012,nuclear,nuclear
3708,3,Jennifer_MedinaDog2012,power,power
3708,5,Sarah_Maloney1957,rescue,fire
3708,6,FamousCouchMoten,volunteer,volunteer
3708,6,FamousCouchMoten,water,water
3708,8,SmartIcecreamBrian,power,power
3708,15,Lucille_Veve2006,water,water
3708,1,WileyRathjeHouse,water,water
3708,2,NormanFish1994,transport,bridge
3708,12,GuapoIcecreamHarry,transport,road
3708,3,FleetGladwinPlate,transport,bridge
3708,12,CleverTIcecream,nuclear,nuclear
3708,15,RacesJoan_MurphyOctopus,transport,bridge
3708,15,RunsKerry_CouchDog,water,water
3708,15,RunsKerry_CouchDog,food,food
3708,19,RebeccaFleetDaisley,water,water
3708,19,RebeccaFleetDaisley,food,food
3708,6,ACuriousP,quake,earthquake
3709,16,SmartKCandy,power,power
3709,3,N69Newman,water,water
3709,11,Jimmie59,water,water
3709,15,Michael_Gary80,nuclear,nuclear
3709,15,RacesRosalesBird,transport,bridge
3709,13,Douglas_Ransom29,transport,bridge
3709,16,DarkLivingstonCandy91,transport,highway
3709,1,CandidHCar2010,transport,bridge
3709,16,F71Halfhill,transport,bridge
3709,2,SmartAcostaBowl27,water,water
3710,1,HCandidField,water,water
3710,5,SmartAIcecream44,transport,bridge
3710,11,TallWardIcecream,water,sewage
3710,16,Jennifer_StudlerDog2015,water,water
3710,13,JosephBusyJorgensen,water,water
3710,13,JosephBusyJorgensen,water,sewer
3710,13,JosephBusyJorgensen,water,water
3710,13,JosephBusyJorgensen,water,sewer
3710,13,JosephBusyJorgensen,water,water
3710,13,JosephBusyJorgensen,water,water
3710,15,Angela1956,power,electricity
3710,13,DerekNolan,power,power
3710,15,RacesRosalesBird,water,water
3710,11,FearsJose_OsgoodOctopus,transport,bridge
3710,15,FamousTanyaBanana,transport,highway
3710,1,CatherineOctopus2004,rescue,fire
3710,16,FearsRodgersMouse,power,power
3710,6,HoldsParsonFish,water,sewer
3711,13,BusyBreadDeleon,volunteer,volunteer
3711,13,BusyBreadDeleon,water,water
3711,13,BusyBreadDeleon,quake,earthquake
3711,3,OldTownBlues,rescue,fire
3711,16,FastBCar52,transport,highway
3711,8,FuriousChaseCouch1983,transport,bridge
3711,18,DarkCCouch41,water,water
3711,18,DarkCCouch41,food,food
3711,19,AttentativeArthurCar,power,power
3711,8,Doris48D,transport,bridge
3711,6,Martha_SuttonWhale1999,power,power
3711,19,James2004B,power,power
3711,19,James2004B,power,electricity
3711,19,James2004B,power,power
3711,19,James2004B,power,electricity
3711,19,James2004B,volunteer,volunteer
3711,19,James2004B,rescue,rescue
3711,8,CandidDrakeCar,water,water
3711,8,CandidDrakeCar,food,food
3711,6,FamousJLight,power,electricity
3711,6,ObnoxiousRCouch,transport,road
3712,16,FastBCar52,shelter,shelter
3712,5,CandidCouchSebastian,water,water
3712,19,James2004B,transport,bridge
3712,8,SchmidtBird1964,transport,bridge
3712,8,DarkWCouch,transport,bridge
3712,5,FleetBruceCandy,transport,road
3712,16,HoldsCarolynFish,nuclear,nuclear
3712,19,AttentativeDBread35,quake,disaster
3712,19,AttentativeDBread35,shelter,shelter
3712,2,LazyMCar,water,water
3712,16,FastBananaAvery_Smith,water,water
3713,19,ObnoxiousDonelsonCouch,water,water
3713,9,NicholeBird1997,power,power
3713,5,ObnoxiousGBowl2003,transport,road
3713,4,CleverRCar,transport,highway
3713,14,RunsAllenMouse,water,water
3713,19,Maria_Carter6,water,water
3713,11,FuriousBCouch1952,transport,road
3713,11,FuriousBCouch1952,water,sewer
3713,6,Barbra94Creech,water,water
3713,6,Barbra94Creech,food,food
3714,19,TallHPlate1983,water,water
3714,15,TallDBread,transport,bridge
3714,5,Bernice_EdwardsMouse1991,transport,bridge
3714,15,David54A,power,power
3714,15,David54A,power,electricity
3714,15,David54A,power,power
3714,15,David54A,power,electricity
3714,15,David54A,volunteer,volunteer
3714,15,David54A,rescue,rescue
3714,13,DerekNolan,water,sewage
3714,19,RebeccaFleetDaisley,quake,quake
3714,9,RobertCleverCampbell,transport,highway
3714,15,Elizabeth_Hatton1970,nuclear,nuclear
3714,2,Danielle_Martinez3,water,water
3714,2,Danielle_Martinez3,food,food
3714,6,William26Boyd,volunteer,volunteer
3714,6,William26Boyd,water,water
3714,6,William26Boyd,quake,earthquake
3715,15,FastFBread85,water,sewer
3715,2,CuriousABread,nuclear,nuclear
3715,6,CleverBruceLight,water,water
3715,8,LauraFleetBaxter,power,power
3715,10,ChemistryTeacherRichardNelson,medical,death
3715,1,LazyHaroldPlate,power,power
3715,6,FastECar,volunteer,volunteer
3715,6,FastECar,water,water
3715,6,FastECar,quake,earthquake
3715,2,WileyRandallIcecream,water,water
3715,18,HoldsRuth_WestBear,rescue,fire
3715,11,JoeCuriousR,water,water
3715,15,SutherlandDog42,transport,bridge
3715,19,Wright1961,water,water
3715,12,FearsMatthew_AderDog,power,power
3715,15,JuanBear1956,transport,bridge
3715,2,FuriousPekarekHouse2017,water,sewage
3716,5,CuriousIngramBowl,shelter,shelter
3716,19,WileyBreadNicholas_Orabuena,medical,ambulance
3716,5,Tonya1989Ross,transport,bridge
3716,15,James1957B,volunteer,volunteer
3716,15,James1957B,rescue,rescue
3716,15,AttentativeCouchMalcomb,water,sewer
3716,5,FuriousBowlElena_Birch,water,water
3716,4,SmartFuchsBowl,water,flood
3716,15,Thomas1973,power,electricity
3716,17,CannadyOctopus83,transport,bridge
3716,5,AttentativeCandyAndrea,water,water
3716,5,AttentativeCandyAndrea,water,sewer
3716,5,AttentativeCandyAndrea,water,water
3716,5,AttentativeCandyAndrea,water,sewer
3716,5,AttentativeCandyAndrea,water,water
3716,5,AttentativeCandyAndrea,water,water
3716,5,Fernando42,power,power
3716,5,Fernando42,power,electricity
3716,5,Fernando42,power,power
3716,5,Fernando42,power,electricity
3716,5,Fernando42,volunteer,volunteer
3716,5,Fernando42,rescue,rescue
3716,6,FamousMIcecream34,water,water
3716,6,FamousMIcecream34,food,food
3716,15,HerbertBusyM,transport,bridge
3717,13,AFuriousGutierrez,quake,disaster
3717,18,BrendaCuriousNave,volunteer,volunteer
3717,18,BrendaCuriousNave,water,water
3717,18,BrendaCuriousNave,quake,earthquake
3717,16,CandidMolleurCouch,transport,bridge
3717,6,LovesGabeOctopus,transport,bridge
3717,8,WatchesSusanOctopus,quake,disaster
3717,8,WatchesSusanOctopus,shelter,shelter
3717,8,LovesValerie_HahnDog,water,water
3717,5,GuapoJBowl,transport,highway
3717,5,FleetMildensteinHouse,transport,bridge
3717,6,AttentativeHarkeyHouse1974,nuclear,nuclear
3717,6,AttentativeHarkeyHouse1974,power,power
3717,6,AttentativeHarkeyHouse1974,quake,disaster
3717,6,AttentativeHarkeyHouse1974,nuclear,nuclear
3717,6,AttentativeHarkeyHouse1974,power,power
3717,6,AttentativeHarkeyHouse1974,nuclear,nuclear
3717,6,AttentativeHarkeyHouse1974,power,power
3717,16,Huynh1972,volunteer,volunteer
3717,16,Huynh1972,rescue,rescue
3717,6,BusyFlemingPlate,power,electricity
3717,11,ECleverF,quake,disaster
3717,6,FuriousCBowl1952,rescue,fire
3718,15,AttentativeDavidBread,water,water
3718,8,FamousGuilliamIcecream1978,water,sewage
3718,9,CuriousDHouse29,transport,road
3718,15,Meagan_Weiland93,water,water
3718,8,Rowden1993,water,water
3718,5,TallFoncecaCandy,volunteer,volunteer
3718,5,TallFoncecaCandy,rescue,rescue
3718,2,C2011Murphy,quake,earthquake
3718,8,SmartWBread,power,power
3718,14,CandidPlateMike_Wolfe,water,water
3718,6,AttentativePBread32,power,power
3718,1,CleverSantiagoBowl59,water,sewer
3718,1,CleverSantiagoBowl59,water,water
3718,2,LazyMLight,water,water
3718,19,TallSIcecream19,transport,road
3718,15,Meagan_Weiland93,transport,bridge
3719,8,SchmidtBird1964,medical,ambulance
3719,8,EricObnoxiousC,power,power
3719,2,Perna2004,water,water
3719,1,HogeBear1953,water,sewer
3719,15,Sarah_Cloutier20,transport,bridge
3719,10,FearsGandyFish,transport,bridge
3719,14,Jeanetta1950,power,power
3719,12,HoldsFrisbeeWhale,quake,disaster
3719,12,HoldsFrisbeeWhale,shelter,shelter
3719,15,Timmons53,water,water
3720,15,FleetBurchBanana,rescue,fire
3720,5,Myrtle71W,quake,disaster
3720,5,Myrtle71W,shelter,shelter
3720,3,CleverPlateVincent,water,water
3720,11,NatashaCuriousLittle,water,water
3720,19,Robert_StephensBear90,transport,bridge
3720,1,PalaceHillsGeneral,water,water
3720,1,PalaceHillsGeneral,water,water
3720,13,CandidRCouch1960,volunteer,volunteer
3720,13,CandidRCouch1960,water,water
3720,13,CandidRCouch1960,quake,earthquake
3720,8,WileyWCouch,water,water
3720,8,WileyCandyTami,water,water
3720,8,WileyCandyTami,food,food
3720,14,James14W,rescue,fire
3720,14,James14W,rescue,fire
3720,14,James14W,power,power
3720,14,James14W,power,outage
3720,6,FearsAbrahamHorse,water,water
3720,16,LovesSean_KleinBear,transport,bridge
3720,5,ObnoxiousWellsPlate,power,power
3720,5,ObnoxiousWellsPlate,power,electricity
3720,5,ObnoxiousWellsPlate,power,power
3720,5,ObnoxiousWellsPlate,power,electricity
3720,5,ObnoxiousWellsPlate,volunteer,volunteer
3720,5,ObnoxiousWellsPlate,rescue,rescue
3721,3,ObnoxiousBreadCaruso,water,water
3721,5,Carlos_Gordon83,shelter,shelter
3721,5,AttentativeMLight,gas,gas
3721,5,AttentativeMLight,power,power
3721,5,AttentativeMLight,gas,gas
3721,5,GuapoSLight,water,water
3721,8,AttentativeAPlate1991,transport,road
3721,19,RacesAmaroHorse,transport,bridge
3721,16,LazyMBread,transport,road
3721,13,ObnoxiousRHouse,medical,die
3721,18,ObnoxiousYoungBread1967,power,electricity
3721,15,CleverBowlDavid_Petersen,water,water
3721,5,FleetGBread,water,water
3721,15,HoldsAlvaradoWhale,power,power
3721,6,ObnoxiousVBanana,water,water
3722,11,TallYLight65,water,flood
3722,1,BusyJBowl,water,water
3722,3,OldTownBlues,water,water
3722,3,OldTownBlues,water,flood
3722,3,OldTownBlues,transport,bridge
3722,13,Danny_SumnersDog3,rescue,rescue
3722,6,FamousBreadLeabow,water,water
3722,12,GrahamWhale45,water,water
3723,5,CleverOhareIcecream2007,shelter,shelter
3723,16,CandidDBowl,quake,disaster
3723,16,CandidDBowl,shelter,shelter
3723,5,TallFoncecaCandy,nuclear,nuclear
3723,3,GeorgiaFuriousBallard,nuclear,radiation
3723,3,LazyMPlate81,transport,road
3723,3,LazyMPlate81,water,sewer
3723,19,AttentativeUHouse29,transport,bridge
3723,5,DarkPrattisPlate,water,water
3723,5,DarkPrattisPlate,food,food
3723,16,James_MildenbergerBear1977,water,water
3723,3,Linda_ConnerBear1991,shelter,shelter
3723,1,FamousParkerLight,water,water
3723,15,Timmons53,power,power
3723,18,GuapoMillsIcecream,transport,bridge
3723,15,TallDCouch,transport,bridge
3724,2,CuriousLightDiana,water,water
3724,5,RacesJerryFish,transport,bridge
3724,5,PatriciaSmartK,water,water
3724,5,PatriciaSmartK,food,food
3724,4,AlwaysSafePowerCompany,power,power
3724,4,AlwaysSafePowerCompany,nuclear,nuclear
3724,4,AlwaysSafePowerCompany,power,power
3724,4,AlwaysSafePowerCompany,power,power
3724,6,TFuriousBookhardt,transport,bridge
3724,1,HoldsRebecca_HerstadMouse,nuclear,nuclear
3724,1,HoldsRebecca_HerstadMouse,power,power
3724,1,HoldsRebecca_HerstadMouse,quake,disaster
3724,1,HoldsRebecca_HerstadMouse,nuclear,nuclear
3724,1,HoldsRebecca_HerstadMouse,power,power
3724,1,HoldsRebecca_HerstadMouse,nuclear,nuclear
3724,1,HoldsRebecca_HerstadMouse,power,power
3724,13,DerekNolan,quake,earthquake
3724,1,FleetQuealCouch35,water,water
3724,15,TallDBread,shelter,shelter
3724,18,James1958P,water,water
3724,19,CuriousWBread25,water,water
3724,16,ECleverEstrada,medical,death
3724,8,WileyNicksonBanana1956,power,power
3725,2,KFamousG,shelter,shelter
3725,2,KFamousG,power,power
3725,13,Danny_SumnersDog3,water,sewer
3725,13,Danny_SumnersDog3,water,water
3725,6,KevinMouse54,water,water
3725,2,RenaFuriousY,power,power
3725,1,KellerFish1960,water,water
3725,9,ChristineCandidSilva,shelter,shelter
3725,14,DicksonWhale28,water,water
3725,5,George1992Sims,power,power
3725,2,DFamousL,water,water
3725,19,FastIcecreamGary_Hahn,water,water
3726,5,CharlesFamousWhite,transport,bridge
3726,5,WileyJamesCouch,water,sewer
3726,14,FleetBHouse21,shelter,shelter
3726,7,DFuriousGarcia,water,water
3726,4,WileyIcecreamBenny_Krick,power,power
3726,4,WileyRCouch,nuclear,nuclear
3726,5,WileyRCar,power,power
3726,5,GuapoBussmannBanana75,quake,disaster
3726,5,GuapoBussmannBanana75,shelter,shelter
3726,16,CandidVillarrealIcecream,water,water
3727,11,EricFastH,water,sewer
3727,1,CuriousSBread64,water,water
3727,1,TallErnestCar,rescue,rescue
3727,6,CandidTBowl,shelter,shelter
3727,5,WileyJamesCouch,water,flood
3727,5,FuriousALight,power,power
3727,10,Robert2018B,water,water
3727,14,ObnoxiousBurrisCar,quake,disaster
3727,14,ObnoxiousBurrisCar,shelter,shelter
3727,3,LazyPlateMelissa_Weiss,water,sewer
3727,5,PhilipWileyParker,water,water
3727,5,BusyCouchIda,shelter,shelter
3728,16,FearsConleyMouse,volunteer,volunteer
3728,16,FearsConleyMouse,rescue,rescue
3728,16,Suzanne_RockwellWhale12,water,sewer
3728,9,GuapoRudisillPlate20,water,water
3728,5,DennisSmartW,medical,ambulance
3728,9,WileyCarMoises,rescue,fire
3728,17,DarkMBread,transport,bridge
3728,1,CleverWeinerIcecream,power,power
3728,6,April1965,water,water
3728,2,LazyJoannHouse,quake,disaster
3728,2,LazyJoannHouse,shelter,shelter
3728,17,DarkNCar1981,water,flood
3729,6,Diane_LoweBird38,water,water
3729,8,CleverBBanana,transport,road
3729,6,AttentativeGonzalesBread1994,water,water
3729,8,FuriousWorthyCouch70,water,sewage
3729,5,DarkCPlate1980,power,power
3729,8,FFuriousF,nuclear,nuclear
3729,8,FFuriousF,power,power
3729,8,FFuriousF,nuclear,nuclear
3729,8,FFuriousF,power,power
3729,2,FamousCarSharon_Warren,water,flood
3729,3,RacesFielderWhale,water,water
3730,19,FamousBBowl94,shelter,shelter
3730,16,SmartMyersHouse,power,power
3730,17,P85Carpenter,power,power
3730,17,P85Carpenter,power,outage
3730,6,TallEvelynCandy,water,sewer
3730,19,GuapoLBanana93,medical,die
3730,15,LawrenceObnoxiousL,water,sewage
3730,17,F1969Neal,transport,bridge
3730,15,CandidKlinkBowl61,quake,quiver
3730,15,LovesDavidDog,water,water
3730,15,LovesDavidDog,food,food
3730,18,Cristobal_Bryant85,water,water
3730,16,Alden1965B,volunteer,volunteer
3730,11,PaulineDarkH,transport,bridge
3730,19,RunsKris_PedersonFish,water,water
3730,19,RunsKris_PedersonFish,water,flood
3730,19,RunsKris_PedersonFish,transport,bridge
3730,16,FastHarlessBread49,transport,bridge
3730,10,RockyBusyA,water,water
3731,13,ObnoxiousRayCandy,shelter,shelter
3731,16,MLazyCoppa,water,sewer
3731,16,FamousBananaLeo,water,water
3731,19,FamousCBread,water,sewage
3731,9,FamousLealBowl2007,water,water
3731,8,ChloeJohnson,rescue,fire
3731,6,SharondaLion38,water,water
3731,4,BusyBerniceBowl,shelter,shelter
3731,10,FastBowlMoore,medical,ambulance
3731,12,FamousPlateBrandy_Dismuke,volunteer,crew
3731,15,SmartFCar,transport,bridge
3732,8,HoldsRunyonLion,transport,road
3732,8,HoldsRunyonLion,water,flood
3732,9,NelsonAttentativeC,water,sewage
3732,0,ObnoxiousBLight1983,water,water
3732,13,Jerome_Hussein1956,nuclear,nuclear
3732,13,Jerome_Hussein1956,power,power
3732,13,Jerome_Hussein1956,quake,disaster
3732,13,Jerome_Hussein1956,nuclear,nuclear
3732,13,Jerome_Hussein1956,power,power
3732,13,Jerome_Hussein1956,nuclear,nuclear
3732,13,Jerome_Hussein1956,power,power
3732,8,SmartManuelIcecream,nuclear,nuclear
3732,3,DarkTBread82,power,power
3732,18,CleverBowlBobby,water,water
3733,9,GuapoBreadThomas,water,flood
3733,5,FamousBreadDavid,water,sewer
3733,6,CleverMBread,water,water
3733,6,CleverMBread,water,flood
3733,6,CleverMBread,transport,bridge
3733,1,WatchesWilliamsonBird,water,water
3734,13,G1954Middleton,rescue,rescue
3734,6,ChatmanOctopus8,transport,bridge
3734,6,Peyser99,water,water
3734,6,Johnson38,water,water
3734,1,TallLongBread,water,water
3734,15,SmartFCar,shelter,shelter
3734,8,GuadalupeDog2018,power,power
3734,8,Thurman79F,nuclear,nuclear
3734,1,WileySHouse,power,power
3734,2,Lisa1979G,power,power
3734,2,FamousMCandy24,water,sewer
3734,6,AttentativeBluntIcecream31,water,water
3735,4,FastPlateBetty_Adams,volunteer,volunteer
3735,4,FastPlateBetty_Adams,rescue,rescue
3735,3,SmartCandyJames_Thomas,shelter,shelter
3735,19,WileyHouseWindsor,shelter,shelter
3735,19,WileyHouseWindsor,power,power
3735,5,Antonio66F,water,sewer
3735,8,LovesEllenOctopus,transport,road
3735,19,HoldsFradyMouse,water,water
3735,6,CeravoloWhale1992,rescue,rescue
3735,3,OldTownGirl,rescue,fire
3735,2,WileyIcecreamKline,medical,ambulance
3735,2,FuriousWhatleyHouse,water,water
3735,2,GuapoHousePatterson,water,sewage
3735,15,WileyPBanana,water,flood
3736,4,CuriousBowlFlatt,water,sewer
3736,18,RacesAndreWhale,water,water
3736,10,YangLion4,quake,earthquake
3736,6,GuapoTerryBowl,shelter,shelter
3736,8,JanTallShaw,transport,bridge
3736,8,DarkPBowl,water,water
3737,1,Robert1952,transport,bridge
3737,13,Willard_PerkinsHorse2014,water,water
3737,15,Lloyd_Warnke94,water,flood
3737,6,FastCandyPatricia_Schilling,water,water
3737,5,DarkLightCharles_Fornili,water,water
3737,11,Robert_MancusoOctopus79,water,water
3737,11,Robert_MancusoOctopus79,food,food
3737,4,CleverLightPatricia,water,water
3737,4,CleverLightPatricia,food,food
3738,6,ObnoxiousSHouse,water,water
3738,5,ObnoxiousWellsPlate,shelter,shelter
3738,1,LazyBananaWillcox,quake,disaster
3738,1,LazyBananaWillcox,shelter,shelter
3738,13,CuriousHowardLight,water,water
3738,1,TallErnestCar,rescue,fire
3738,1,TallErnestCar,rescue,fire
3738,1,TallErnestCar,power,power
3738,1,TallErnestCar,power,outage
3738,8,ChloeJohnson,medical,die
3738,8,ChloeJohnson,quake,rubble
3738,6,IreneLazyW,water,water
3738,6,IreneLazyW,water,flood
3738,6,IreneLazyW,transport,bridge
3738,6,LovesLindaFish,power,power
3739,6,FastHCouch25,power,power
3739,14,LazyFikeLight64,power,power
3739,6,LovesTheresa_KeyserBear,water,water
3739,4,AlwaysSafePowerCompany,volunteer,volunteer
3739,4,AlwaysSafePowerCompany,quake,rubble
3739,6,MaryAttentativeM,transport,road
3739,15,Corey_LathropWhale31,shelter,shelter
3739,16,TallJCar,quake,disaster
3739,16,TallJCar,shelter,shelter
3740,11,CuriousBreadJeremy_Behr,water,water
3740,11,CuriousBreadJeremy_Behr,food,food
3740,16,RacesMaryannMouse,water,sewer
3740,1,GuapoLawLight1978,water,water
3740,15,ObnoxiousJohnsonPlate70,water,water
3740,16,F71Halfhill,shelter,shelter
3740,2,GuapoPlateLucille_Howell,transport,road
3740,14,D25Dulac,shelter,shelter
3740,6,TallPCouch1979,water,water
3740,1,CleverHollinsLight,water,water
3741,2,LovesElaineBird,nuclear,nuclear
3741,2,LovesElaineBird,power,power
3741,11,FearsJanetLion,water,sewer
3741,1,AnnaBear42,power,power
3741,1,AnnaBear42,nuclear,nuclear
3741,1,AnnaBear42,power,power
3741,1,AnnaBear42,power,power
3741,16,FleetGlidewellCouch,water,water
3741,2,SmartBreadErnest,transport,road
3741,6,CuriousCalderaCar,nuclear,nuclear
3741,16,LovesMcclureBear,rescue,rescue
3741,8,GuapoEBowl1998,quake,disaster
3741,8,GuapoEBowl1998,shelter,shelter
3741,1,HoldsKareem_SanchezBear,quake,earthquake
3742,10,FuriousPlateMcculler,rescue,fire
3742,16,FleetBergsmaIcecream,water,water
3742,1,RodriguezBird2,water,water
3742,6,FleetHurdCouch55,quake,earthquake
3742,9,RunsOctaviaLion,quake,disaster
3742,9,RunsOctaviaLion,shelter,shelter
3742,15,M34Gatewood,shelter,shelter
3742,3,WatchesCottrellBear,quake,quake
3742,1,IfOnly,medical,die
3742,1,IfOnly,power,power
3742,2,AttentativeJosephLight,water,water
3742,2,AttentativeJosephLight,food,food
3742,2,LovesElaineBird,water,sewer
3742,15,FastCHouse,water,water
3742,15,FastCHouse,water,flood
3742,15,FastCHouse,transport,bridge
3742,8,AttentativeMIcecream1996,water,sewage
3743,17,Ruth_MansellFish42,food,food
3743,8,CandidRLight,water,water
3743,8,CandidRLight,food,food
3743,13,AttentativeCCar,shelter,shelter
3743,1,Wesley_RodriguezLion1969,water,sewage
3743,3,GallopinGary,quake,shake
3743,5,TallNBanana1970,nuclear,radioactive
3743,5,TallNBanana1970,nuclear,nuclear
3743,5,TallNBanana1970,power,power
3744,9,SmartThomasHouse,nuclear,nuclear
3744,5,CandidDCar,power,power
3744,16,CleverScottIcecream,water,water
3744,2,Yvette_LuchtLion95,power,power
3744,4,CuriousCBanana2017,rescue,fire
3744,6,April1965,quake,quake
3744,13,CleverSPlate,quake,earthquake
3745,15,JamesCandidMartin,shelter,shelter
3745,15,SamObnoxiousWare,volunteer,volunteer
3745,15,SamObnoxiousWare,quake,rubble
3745,15,SmartPlateRobert,water,sewer
3745,19,HelenFleetHayden,water,water
3745,19,HelenFleetHayden,water,water
3745,19,WileyCooperBread23,water,flood
3745,8,FuriousGeorgeLight,nuclear,nuclear
3745,8,RunsCorrieWhale,transport,bridge
3745,17,Estella23,power,power
3745,16,Antonio2011Stewart,medical,death
3745,10,BusyCouchKenneth,quake,earthquake
3746,8,TallHawkinsCar,shelter,shelter
3746,8,CleverIcecreamPatricia_Tarango,water,sewage
3746,16,GCandidTerry,quake,earthquake
3746,16,MetcalfWhale1962,shelter,shelter
3746,15,AttentativeCouchMalcomb,rescue,fire
3746,15,AttentativeCouchMalcomb,rescue,fire
3746,15,AttentativeCouchMalcomb,power,power
3746,15,AttentativeCouchMalcomb,power,outage
3746,5,Christine_Sanchez1955,water,water
3746,5,MartinezCat27,volunteer,volunteer
3746,5,MartinezCat27,quake,rubble
3746,9,SelmaLion50,water,sewer
3746,3,BCandidF,water,water
3747,13,DerekNolan,power,power
3747,10,GuapoBBowl,food,food
3747,3,AttentativeBHouse,transport,bridge
3747,1,Helen_Mengel31,rescue,fire
3747,15,DFamousLamke,medical,death
3747,2,MFastCasarez,water,water
3747,2,MFastCasarez,food,food
3747,3,SunnyDay,medical,ambulance
3747,13,Jerome_Hussein1956,nuclear,nuclear
3747,13,Jerome_Hussein1956,nuclear,nuclear
3748,6,Yvette1986W,water,flood
3748,14,Gregory2002S,medical,ambulance
3748,8,FamousRobertCar,transport,road
3748,14,Linda_Richey1957,volunteer,volunteer
3748,14,Linda_Richey1957,quake,rubble
3748,6,TVHostBrad,transport,road
3748,5,WileyRCar,water,sewage
3748,6,CandidCHouse,rescue,fire
3748,15,FleetPlatePhilip_Wilson,shelter,shelter
